
"Name","Item Name","Population","Voxel Count","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"Mito 7100","GTY029 25C 9 (cropped)","Mito","14","0.0167","638","719","689.29","9650","21.81","621.89","778.44","712.56","9975.89","50.56","237","287","256.71","3594","12.72","271.25","298.59","281.66","3943.2","9.99","2032","2117","2090.18","22992","21.48","2604","2749","2676.73","29444","37.9","N/A","N/A"
"Mito 7101","GTY029 25C 9 (cropped)","Mito","143","0.17","589","744","653.94","93513","28.38","530.74","792.39","657.39","94007.27","69.06","219","291","254.34","36370","13.74","269.9","306.86","280.88","40165.96","9.14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 7102","GTY029 25C 9 (cropped)","Mito","15","0.0179","594","719","678.2","10173","31.4","532.89","743.03","602","9030.02","61.07","223","272","253.47","3802","14.37","270.54","291.52","278.82","4182.3","6.48","2041","2116","2088.5","29239","21.78","2590","2730","2649.43","37092","44.36","N/A","N/A"
"Mito 7103","GTY029 25C 9 (cropped)","Mito","14","0.0167","587","713","654.5","9163","30.68","560.36","710.46","640.94","8973.21","44.26","235","289","258.14","3614","12.12","270.79","288.98","276.81","3875.27","5.08","2247","2317","2287.67","13726","23.66","2630","2713","2668.67","16012","32.86","N/A","N/A"
"Mito 7104","GTY029 25C 9 (cropped)","Mito","48","0.0572","595","737","673.19","32313","29.29","531.21","756.94","665.45","31941.79","44.16","228","277","252.98","12143","13.07","270.08","327.33","284.29","13646.12","13.61","1998","2083","2034.47","34586","20.23","2584","2725","2641.12","44899","40.1","N/A","N/A"
"Mito 7105","GTY029 25C 9 (cropped)","Mito","12","0.0143","628","764","700.17","8402","38.51","593.34","779.95","694.21","8330.54","63.41","232","278","252.17","3026","14.43","270.03","276.65","273.32","3279.8","1.72","1979","2011","1994.63","15957","11.24","2610","2709","2644.38","21155","27.91","N/A","N/A"
"Mito 7106","GTY029 25C 9 (cropped)","Mito","16","0.0191","642","718","679.63","10874","21.71","559.56","733.13","637.03","10192.47","48.76","226","287","254.75","4076","16.62","270.37","285.55","277.29","4436.66","4.8","1996","2003","1999.75","7999","3.27","2658","2716","2689.5","10758","23.55","N/A","N/A"
"Mito 7107","GTY029 25C 9 (cropped)","Mito","189","0.225","606","769","673.53","127297","29.33","445.37","866.85","679.14","128357.89","84.16","210","288","254.93","48181","11.83","269.92","314.79","284.31","53733.9","11.24","2039","2093","2057.75","24693","14.53","2620","2683","2647.17","31766","21.08","N/A","N/A"
"Mito 7108","GTY029 25C 9 (cropped)","Mito","21","0.025","636","754","693.76","14569","30.08","551.8","777.43","696.92","14635.32","56.15","234","272","255.19","5359","10.86","269.98","285.6","276.6","5808.58","4.11","2092","2162","2130.8","21308","20.42","2558","2734","2641.4","26414","50.64","N/A","N/A"
"Mito 7109","GTY029 25C 9 (cropped)","Mito","19","0.0226","606","741","663.37","12604","33.89","532.53","801.39","654.78","12440.82","82.72","244","280","260.79","4955","8.9","272.23","298.44","279.84","5316.98","7.13","2016","2094","2066.5","16532","24.51","2598","2735","2680","21440","42.71","N/A","N/A"
"Mito 7110","GTY029 25C 9 (cropped)","Mito","641","0.763","607","776","687.45","440654","30.51","430.35","907.46","688.32","441212","80.06","217","298","254.59","163191","12.91","269.89","345.18","282.45","181048.5","11.72","2071","2179","2136.31","126042","22.54","2582","2752","2656.03","156706","34.47","N/A","N/A"
"Mito 7111","GTY029 25C 9 (cropped)","Mito","24","0.0286","614","749","678.67","16288","32.33","487.5","812.43","646.4","15513.54","81.93","219","279","255.75","6138","15.08","272.05","312.96","289.48","6947.41","12","2079","2135","2099.7","20997","15.86","2607","2713","2663.9","26639","29.6","N/A","N/A"
"Mito 7112","GTY029 25C 9 (cropped)","Mito","14","0.0167","601","708","666.93","9337","32","530.58","698.79","601.56","8421.82","51","243","271","257.71","3608","8.33","270.74","289.6","277.72","3888.04","5.15","1998","2038","2015.67","12094","15.33","2616","2729","2643.83","15863","39.99","N/A","N/A"
"Mito 7113","GTY029 25C 9 (cropped)","Mito","60","0.0714","630","751","690.82","41449","31.92","485.07","798.5","645.19","38711.37","70.73","230","288","257.12","15427","12.79","270.32","310.78","284.99","17099.18","10.77","2061","2116","2078","12468","18.98","2589","2716","2648","15888","48.03","N/A","N/A"
"Mito 7114","GTY029 25C 9 (cropped)","Mito","27","0.0321","614","749","670.63","18107","28.41","592.38","779.53","703.42","18992.32","35.97","233","270","255.22","6891","9.77","269.98","295.12","278.58","7521.56","6.13","2014","2103","2058.5","28819","30.13","2553","2729","2666.71","37334","48.86","N/A","N/A"
"Mito 7115","GTY029 25C 9 (cropped)","Mito","31","0.0369","632","797","683.74","21196","39.12","580.64","760.41","663.34","20563.6","46.89","228","278","256.48","7951","11.83","271.43","297.62","282.12","8745.65","7.2","1836","1910","1873.53","28103","22.46","2499","2751","2647.4","39711","56.57","N/A","N/A"
"Mito 7116","GTY029 25C 9 (cropped)","Mito","52","0.0619","630","772","678.21","35267","33.67","592.45","806.41","684.92","35616","54.53","227","288","255.33","13277","14.11","270.33","296.2","279.51","14534.58","6.29","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 7117","GTY029 25C 9 (cropped)","Mito","155","0.185","599","756","676.03","104785","31.17","499.69","883.03","698.26","108230.5","84.3","219","288","256.24","39717","12.7","269.9","322.18","282.06","43719.04","9.91","2056","2129","2093.11","39769","19.02","2565","2718","2655.42","50453","42.67","N/A","N/A"
"Mito 7118","GTY029 25C 9 (cropped)","Mito","14","0.0167","631","727","684.93","9589","27.92","604.32","709.02","656.36","9189.05","33.19","240","292","258.29","3616","13.92","271.09","298.35","281.7","3943.73","8.81","2062","2126","2096.5","16772","21.48","2634","2727","2674.13","21393","27.34","N/A","N/A"
"Mito 7119","GTY029 25C 9 (cropped)","Mito","32","0.0381","609","733","669.94","21438","34.44","575.77","754.04","645.94","20670.16","40.97","236","270","256.84","8219","8.44","270.59","299.1","282.22","9031","8.81","2076","2124","2101.67","25220","14.4","2610","2729","2667.58","32011","35.4","N/A","N/A"
"Mito 7120","GTY029 25C 9 (cropped)","Mito","294","0.35","597","756","666.09","195831","30.24","453.05","844.8","627.93","184612.5","80.85","226","291","256","75263","12.38","269.89","325.36","283.21","83263.51","10.79","2005","2117","2060.65","100972","23.55","2543","2717","2641.39","129428","37.53","N/A","N/A"
"Mito 7121","GTY029 25C 9 (cropped)","Mito","261","0.311","592","749","661.54","172663","29.61","534.41","830.28","676.4","176539.34","49.68","217","291","254.91","66531","14.17","269.91","305.51","280.1","73105.12","7.69","2069","2240","2133.73","93884","30.22","2583","2794","2677.52","117811","39.1","N/A","N/A"
"Mito 7122","GTY029 25C 9 (cropped)","Mito","124","0.148","619","781","690.62","85637","31.22","522.83","845.45","674.7","83663.08","66.92","212","287","254.01","31497","11.92","270.18","322.25","282.57","35038.7","11.65","2064","2144","2102.59","60975","19.79","2605","2745","2667.55","77359","30.67","N/A","N/A"
"Mito 7123","GTY029 25C 9 (cropped)","Mito","32","0.0381","603","720","660.78","21145","29.26","524.68","731.05","644.23","20615.35","48.2","232","298","255.91","8189","13.7","270.54","308.87","282.8","9049.73","10.68","2069","2175","2138.21","29935","25.81","2584","2704","2666.07","37325","34.73","N/A","N/A"
"Mito 7124","GTY029 25C 9 (cropped)","Mito","54","0.0643","621","761","679.76","36707","28.97","551.68","742.15","629.23","33978.18","49.79","229","294","257.93","13928","13.57","270.21","295.01","277.28","14972.99","6.06","1852","1905","1880.11","16921","13.67","2614","2734","2675.89","24083","31.69","N/A","N/A"
"Mito 7125","GTY029 25C 9 (cropped)","Mito","47","0.056","617","737","679.83","31952","28.41","615.53","801.41","699.33","32868.3","43.65","229","290","257.28","12092","11.98","270.61","306.22","281.45","13228.24","9.1","2048","2156","2097","10485","36.81","2597","2713","2650","13250","46.4","N/A","N/A"
"Mito 7126","GTY029 25C 9 (cropped)","Mito","76","0.0905","618","756","680.25","51699","28.47","466.62","823.79","647.76","49229.48","71.34","220","297","255.12","19389","15.34","269.91","305.46","279.49","21241.08","8.15","2101","2123","2111.25","8445","8.44","2668","2701","2678","10712","13.47","N/A","N/A"
"Mito 7127","GTY029 25C 9 (cropped)","Mito","109","0.13","603","738","671.69","73214","28.91","511.41","796.39","649.42","70786.72","58.13","227","287","254.71","27763","11.92","270.2","307.9","284.72","31034.85","10.15","2073","2108","2087.8","10439","14.63","2624","2668","2644","13220","18.67","N/A","N/A"
"Mito 7128","GTY029 25C 9 (cropped)","Mito","126","0.15","565","746","661.99","83411","30.81","509.2","755.97","621.06","78252.97","60.48","221","291","254.48","32065","12.75","269.93","320.47","285.7","35997.8","11.99","1978","2107","2030.72","81229","27.24","2577","2721","2662.82","106513","37.44","N/A","N/A"
"Mito 7129","GTY029 25C 9 (cropped)","Mito","100","0.119","619","748","683.27","68327","27.68","528.24","829.43","675.56","67555.52","50.86","222","289","255.08","25508","13.04","269.88","307.3","279.82","27982.5","9.45","2035","2110","2072.83","49748","23.09","2594","2731","2669.79","64075","35.63","N/A","N/A"
"Mito 7130","GTY029 25C 9 (cropped)","Mito","570","0.679","591","774","682.65","389112","30.39","494.9","858.75","686.21","391139.69","64.78","213","301","254.97","145332","12.56","269.88","331.92","281.92","160692.12","10.67","2009","2139","2085.28","104264","25.81","2584","2744","2668.12","133406","37.24","N/A","N/A"
"Mito 7131","GTY029 25C 9 (cropped)","Mito","59","0.0703","607","762","671.64","39627","30.55","561.27","739.89","655.62","38681.74","52.19","226","292","253.97","14984","13.89","269.98","309.73","282.8","16685.2","9.38","2104","2180","2140.79","29971","18.25","2622","2760","2684.29","37580","38.34","N/A","N/A"
"Mito 7132","GTY029 25C 9 (cropped)","Mito","127","0.151","581","764","690.9","87744","29.88","612.36","859.33","728.05","92461.74","51.48","223","294","255.92","32502","12.11","269.9","289.06","275.81","35027.33","4.75","2144","2144","2144","2144","0","2706","2706","2706","2706","0","N/A","N/A"
"Mito 7133","GTY029 25C 9 (cropped)","Mito","166","0.198","615","799","686.16","113903","31.05","527.34","834.09","678.9","112696.87","66.17","223","297","255.11","42349","13.45","269.9","303.95","279.75","46438.73","7.64","2046","2147","2101.81","98785","24.38","2591","2756","2662.85","125154","35.88","N/A","N/A"
"Mito 7134","GTY029 25C 9 (cropped)","Mito","31","0.0369","620","727","682.9","21170","24.72","504.1","850.3","677.34","20997.64","84.71","232","281","257.32","7977","12.26","270.44","288.75","277.76","8610.52","5.44","2056","2136","2096","10480","25.74","2600","2705","2675.2","13376","38.8","N/A","N/A"
"Mito 7135","GTY029 25C 9 (cropped)","Mito","29","0.0345","600","726","665.21","19291","29.78","539.71","696.68","631.26","18306.45","39.45","233","280","254.55","7382","11.6","270.01","288.09","276.45","8017.12","4.97","2083","2139","2109.86","29538","18.35","2609","2766","2676.86","37476","38.64","N/A","N/A"
"Mito 7136","GTY029 25C 9 (cropped)","Mito","106","0.126","628","773","693.31","73491","27.44","570","849.5","684.78","72586.25","53.83","212","291","254.52","26979","12.48","269.99","313.51","283.71","30073.27","10.81","2021","2127","2081.19","97816","25.41","2571","2729","2660.45","125041","34.48","N/A","N/A"
"Mito 7137","GTY029 25C 9 (cropped)","Mito","35","0.0417","611","736","666.57","23330","29.75","570.4","679.93","620.46","21716.25","27.66","213","288","254.26","8899","14.57","269.9","284.77","274.98","9624.15","3.66","2002","2062","2036.86","42774","17.38","2616","2734","2668.1","56030","34.57","N/A","N/A"
"Mito 7138","GTY029 25C 9 (cropped)","Mito","130","0.155","615","772","684.5","88985","28.91","506.1","818.34","666.37","86628.05","65.5","223","303","256.15","33300","12.76","269.96","314.28","282.82","36766.81","9.68","1646","1920","1769.16","33614","85.75","2579","2750","2645.63","50267","46.55","N/A","N/A"
"Mito 7139","GTY029 25C 9 (cropped)","Mito","44","0.0524","619","775","692.45","30468","28.82","627.27","741.6","696.16","30630.85","26.12","220","284","254.39","11193","14.3","269.91","282.37","274.65","12084.56","3.53","2059","2131","2088.2","20882","21.29","2590","2682","2643.3","26433","29.16","N/A","N/A"
"Mito 7140","GTY029 25C 9 (cropped)","Mito","15","0.0179","625","763","680.8","10212","36.95","601.19","796.61","701.97","10529.56","43.04","239","277","255.4","3831","10.98","269.91","281.52","273.79","4106.8","4.02","2085","2110","2097.5","4195","12.5","2640","2685","2662.5","5325","22.5","N/A","N/A"
"Mito 7141","GTY029 25C 9 (cropped)","Mito","15","0.0179","634","740","691.87","10378","30.44","608.26","730.54","680.31","10204.72","31.32","219","289","255.4","3831","20.02","270.86","290.41","278.91","4183.7","6.23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 7142","GTY029 25C 9 (cropped)","Mito","22","0.0262","620","730","671.09","14764","29.01","612.07","743.16","654.47","14398.33","33.69","227","281","256.91","5652","11.34","270","285.79","276.21","6076.6","4.53","1862","1919","1875.2","18752","15.63","2604","2750","2657.6","26576","40.77","N/A","N/A"
"Mito 7143","GTY029 25C 9 (cropped)","Mito","29","0.0345","645","758","698","20242","29.71","619.75","837.36","745.04","21606.02","61.47","234","278","252.86","7333","12.15","270.78","288.92","278.57","8078.46","5.72","2030","2134","2091.25","33460","28.46","2588","2742","2661.81","42589","46.73","N/A","N/A"
"Mito 7144","GTY029 25C 9 (cropped)","Mito","15","0.0179","620","730","677.6","10164","34.14","576.92","653.97","619.53","9292.96","25.77","230","287","257.73","3866","13.45","270.09","293.93","280.61","4209.08","7.68","2078","2116","2097.67","12586","11.9","2622","2711","2660.33","15962","30.24","N/A","N/A"
"Mito 7145","GTY029 25C 9 (cropped)","Mito","37","0.0441","591","745","676.24","25021","37.71","537.94","719.82","628.63","23259.19","49.23","220","288","257.27","9519","14","270.23","306.14","281.38","10410.97","9.7","2020","2143","2082.89","39575","29.97","2584","2745","2660.05","50541","47.66","N/A","N/A"
"Mito 7146","GTY029 25C 9 (cropped)","Mito","59","0.0703","611","788","679.88","40113","38","537.78","795.5","658.13","38829.43","66.67","219","282","254.41","15010","12.87","269.95","320.24","286.25","16889.01","13.93","2059","2148","2103.08","50474","23.4","2608","2722","2665.17","63964","31.08","N/A","N/A"
"Mito 7147","GTY029 25C 9 (cropped)","Mito","38","0.0452","627","750","682.63","25940","29.95","566.57","772.21","676.85","25720.11","51.61","229","285","253.68","9640","11.91","270.08","292.42","278.14","10569.32","6.12","2094","2164","2131.78","38372","17.92","2612","2731","2685.94","48347","27.09","N/A","N/A"
"Mito 7148","GTY029 25C 9 (cropped)","Mito","93","0.111","605","720","664.42","61791","25.79","616.14","819.72","678.88","63135.76","35.44","221","287","255.38","23750","12.72","270","291.94","276.74","25737.02","4.79","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 7149","GTY029 25C 9 (cropped)","Mito","29","0.0345","606","743","669.24","19408","31.89","675.08","812.74","723.61","20984.71","37.14","234","284","255.14","7399","12.02","270.36","318.67","288.07","8353.89","13.46","2009","2073","2044.25","24531","19.97","2556","2711","2643.08","31717","44.07","N/A","N/A"
"Mito 7150","GTY029 25C 9 (cropped)","Mito","57","0.0679","618","746","690.86","39379","33.15","555.44","784.49","664.63","37883.99","54.2","220","290","253.84","14469","15.05","269.98","318.28","283.62","16166.26","12.71","1911","1992","1939.13","29087","23.08","2613","2737","2670.4","40056","36.22","N/A","N/A"
"Mito 7151","GTY029 25C 9 (cropped)","Mito","14","0.0167","629","735","671.79","9405","33.9","591.85","755.02","661.09","9255.25","41.04","246","285","261","3654","10.89","270.31","278.57","274.77","3846.75","2.97","2059","2104","2077.25","8309","18.53","2588","2703","2652.25","10609","42.39","N/A","N/A"
"Mito 7152","GTY029 25C 9 (cropped)","Mito","11","0.0131","602","709","649.55","7145","30.08","547.22","648.21","599.49","6594.44","33.77","227","273","254.45","2799","13.21","270.77","280.01","274.32","3017.54","2.9","2036","2082","2059.29","14415","15.52","2603","2676","2638.86","18472","22.08","N/A","N/A"
"Mito 7153","GTY029 25C 9 (cropped)","Mito","17","0.0202","648","730","694.65","11809","24.08","614.62","764.05","692.13","11766.16","49.18","226","287","253.12","4303","12.11","269.97","280.5","275.33","4680.66","3.37","2112","2146","2127.2","10636","13.64","2647","2732","2683.4","13417","28.67","N/A","N/A"
"Mito 7154","GTY029 25C 9 (cropped)","Mito","39","0.0464","638","751","684.69","26703","28.22","635.95","858.49","732.72","28576.02","54.49","221","286","257.87","10057","13.23","270.13","288.44","277.45","10820.5","5.02","2051","2131","2076.91","22846","21.56","2577","2713","2643.64","29080","37.1","N/A","N/A"
"Mito 7155","GTY029 25C 9 (cropped)","Mito","26","0.031","575","709","652.04","16953","28.82","560.35","735.84","639.99","16639.64","44.12","231","279","255.92","6654","11.23","270.6","283.34","275.29","7157.65","3.49","2114","2182","2144.58","25735","20.23","2627","2763","2683.75","32205","33.09","N/A","N/A"
"Mito 7156","GTY029 25C 9 (cropped)","Mito","213","0.254","607","771","682.29","145328","31.56","529.54","786.36","672.67","143278.67","52.53","224","292","256.1","54550","13.51","269.89","311.72","279.58","59551.45","8.75","2081","2163","2120.09","95404","19.84","2623","2767","2690.49","121072","35.67","N/A","N/A"
"Mito 7157","GTY029 25C 9 (cropped)","Mito","10","0.0119","639","704","664.2","6642","20.82","580.52","719.9","647.34","6473.39","40.2","235","294","257.2","2572","15","270.94","285.33","275.37","2753.72","4.84","2081","2140","2106.33","12638","18.19","2628","2696","2660.83","15965","21.07","N/A","N/A"
"Mito 7158","GTY029 25C 9 (cropped)","Mito","14","0.0167","617","735","671.21","9397","26.16","624.59","677.82","647.26","9061.64","17.49","241","284","256.5","3591","12.95","270.74","281.93","274.62","3844.65","3.57","2087","2155","2120.63","16965","23.87","2636","2764","2695","21560","42.84","N/A","N/A"
"Mito 7159","GTY029 25C 9 (cropped)","Mito","13","0.0155","648","729","687.92","8943","29.82","587.75","724.89","649.3","8440.96","38.93","218","279","253.54","3296","19.21","270.54","282.46","274.86","3573.22","3.05","1937","1942","1939","7756","1.87","2719","2742","2731","10924","8.51","N/A","N/A"
"Mito 7160","GTY029 25C 9 (cropped)","Mito","23","0.0274","639","754","685.7","15771","26.93","566.39","704.87","633.01","14559.17","29.09","235","287","257.78","5929","13.3","269.99","282.2","275.54","6337.36","3.54","2072","2155","2122.8","10614","27.59","2628","2724","2673.4","13367","38.62","N/A","N/A"
"Mito 7161","GTY029 25C 9 (cropped)","Mito","435","0.518","600","775","686.17","298486","29.52","520.21","852.31","674.45","293385.41","56.75","214","290","255.76","111256","12.62","269.92","305.6","279.26","121476.84","7.43","2042","2186","2117.59","167290","26.04","2554","2746","2660.15","210152","38.22","N/A","N/A"
"Mito 7162","GTY029 25C 9 (cropped)","Mito","27","0.0321","581","725","657.11","17742","31.83","588.12","699.44","615.98","16631.46","27.71","242","285","256.19","6917","10.52","270.34","285.79","276.78","7473.1","4.42","2002","2108","2042.36","22466","26.95","2565","2761","2657","29227","50.6","N/A","N/A"
"Mito 7163","GTY029 25C 9 (cropped)","Mito","12","0.0143","640","742","684.17","8210","24.87","539.79","688.45","610.32","7323.87","46.6","241","291","262.08","3145","16.68","270.04","278.57","273.55","3282.58","2.72","1865","1929","1891.4","9457","26.93","2618","2687","2658.6","13293","27.1","N/A","N/A"
"Mito 7164","GTY029 25C 9 (cropped)","Mito","90","0.107","599","757","668.02","60122","31.05","536.03","750.1","629.4","56645.86","47.05","222","288","258.36","23252","14.51","270.3","304.43","282.42","25418.13","8.99","2050","2123","2088.59","56392","21.05","2593","2715","2651.48","71590","29.59","N/A","N/A"
"Mito 7165","GTY029 25C 9 (cropped)","Mito","65","0.0774","601","752","659.57","42872","28.61","563.99","752.29","646.23","42005.04","50.35","220","284","255.02","16576","12.45","270.05","290","276.26","17956.85","5.3","1999","2098","2033.72","36607","22.75","2585","2742","2663.33","47940","38.72","N/A","N/A"
"Mito 7166","GTY029 25C 9 (cropped)","Mito","13","0.0155","612","686","650.77","8460","23.8","564.57","663.02","607.69","7899.94","25.12","224","281","258.54","3361","16.29","269.91","288.01","277.09","3602.18","6.16","2052","2103","2077.5","4155","25.5","2633","2714","2673.5","5347","40.5","N/A","N/A"
"Mito 7167","GTY029 25C 9 (cropped)","Mito","10","0.0119","681","718","699.9","6999","10.26","693.55","750.51","718.23","7182.33","16.56","237","291","260.3","2603","17.79","270.65","283.12","275.75","2757.47","3.76","1880","1939","1915","17235","17.14","2598","2694","2652.78","23875","31.26","N/A","N/A"
"Mito 7168","GTY029 25C 9 (cropped)","Mito","18","0.0214","643","735","691.89","12454","24.59","591.72","740.73","665.67","11982.06","43.24","232","292","257.11","4628","13.88","270.03","285.99","276.92","4984.64","4.61","1901","1986","1941.56","17474","26.11","2608","2702","2654.33","23889","26.27","N/A","N/A"
"Mito 7169","GTY029 25C 9 (cropped)","Mito","33","0.0393","627","745","684.97","22604","27.9","612.84","748.49","675.05","22276.81","33.96","236","285","258.48","8530","14.2","269.91","287.29","276.41","9121.49","5.11","2070","2146","2098","18882","22.85","2609","2699","2658.67","23928","27.91","N/A","N/A"
"Mito 7170","GTY029 25C 9 (cropped)","Mito","44","0.0524","598","753","688.86","30310","33.55","547.81","699.44","638.61","28098.63","39.53","231","293","257.25","11319","13.54","270.11","293.07","278.22","12241.88","6.29","2037","2169","2113.43","44382","35.79","2585","2721","2658.43","55827","38.62","N/A","N/A"
"Mito 7171","GTY029 25C 9 (cropped)","Mito","10","0.0119","579","714","665.1","6651","35.08","599.9","765.72","672.75","6727.51","47.9","240","271","257.8","2578","10.69","270.02","277.62","273.81","2738.05","2.88","2106","2123","2114.5","12687","7.09","2669","2734","2696.67","16180","19.95","N/A","N/A"
"Mito 7172","GTY029 25C 9 (cropped)","Mito","16","0.0191","666","758","706","11296","27.37","615.61","736.59","681.5","10903.98","31.39","237","277","255.31","4085","9.6","270.3","278.66","273.42","4374.75","2.71","1859","1902","1887.86","13215","13.93","2599","2742","2686.43","18805","41.44","N/A","N/A"
"Mito 7173","GTY029 25C 9 (cropped)","Mito","20","0.0238","655","766","693.8","13876","26.11","577.68","756.95","671.93","13438.62","48.42","242","285","260.4","5208","9.97","270.41","284.95","276.15","5522.92","4.31","2102","2156","2134.9","21349","16.33","2600","2711","2642.1","26421","31.09","N/A","N/A"
"Mito 7174","GTY029 25C 9 (cropped)","Mito","22","0.0262","629","728","676.91","14892","25.87","572.44","718.06","651.19","14326.23","35","236","292","259.32","5705","14.58","270.75","289.51","276.34","6079.56","5.04","2102","2164","2134.7","21347","21","2630","2706","2672","26720","24.31","N/A","N/A"
"Mito 7175","GTY029 25C 9 (cropped)","Mito","148","0.176","594","755","667.95","98857","31.67","552.95","804.32","661.68","97929.35","52.24","228","289","257.47","38105","12.36","269.92","300.9","277.92","41132.05","6.82","2022","2156","2086.87","62606","30.1","2551","2734","2643.73","79312","39.82","N/A","N/A"
"Mito 7176","GTY029 25C 9 (cropped)","Mito","27","0.0321","643","753","696.22","18798","32.52","623.08","714.27","674.25","18204.71","22.15","230","277","257.52","6953","11.03","270.03","284.31","274.6","7414.08","3.79","1915","1997","1946.43","27250","25.05","2623","2733","2669.5","37373","29.32","N/A","N/A"
"Mito 7177","GTY029 25C 9 (cropped)","Mito","25","0.0298","612","729","675","16875","28.93","601.36","681.54","648.03","16200.76","20.28","237","282","260.6","6515","11.18","269.94","284.31","274.95","6873.83","4.22","2110","2136","2120.25","8481","10.35","2670","2737","2689","10756","27.83","N/A","N/A"
"Mito 7178","GTY029 25C 9 (cropped)","Mito","11","0.0131","619","747","679.55","7475","31.03","657.16","750.36","708.06","7788.63","23.05","241","277","260.82","2869","10.37","270.74","277.42","272.61","2998.72","1.94","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 7179","GTY029 25C 9 (cropped)","Mito","27","0.0321","631","807","703.56","18996","35.52","607.9","703.7","654.28","17665.6","25.52","229","302","266.41","7193","13.6","269.92","291.11","279.47","7545.66","6.5","2153","2236","2194.53","32918","23.35","2636","2740","2690.47","40357","34.07","N/A","N/A"
"Mito 7180","GTY029 25C 9 (cropped)","Mito","21","0.025","649","750","702","14742","28.8","655.31","712.57","680.81","14296.99","15.9","236","312","265.95","5585","17.84","270.4","284.78","275.38","5782.97","4.08","2125","2205","2162.13","17297","25.98","2637","2705","2669.88","21359","21.89","N/A","N/A"
"Mito 7181","GTY029 25C 9 (cropped)","Mito","16","0.0191","634","735","682.19","10915","29.28","609.1","694.12","654.17","10466.72","22.95","242","276","259.63","4154","10.95","270.01","275.8","272.1","4353.53","1.81","2145","2200","2174.64","30445","17.07","2633","2704","2659.14","37228","18.92","N/A","N/A"
"Mito 7182","GTY029 25C 9 (cropped)","Mito","136","0.162","590","728","671.94","91384","26.77","570.97","712.1","639.22","86934.54","31.03","228","291","261.4","35551","12.18","270.04","306.88","278.52","37879.21","8.19","1996","2108","2045.73","45006","35.55","2589","2712","2656.55","58444","28.8","N/A","N/A"
"Mito 7183","GTY029 25C 9 (cropped)","Mito","102","0.121","633","744","688.47","70224","25.03","582.59","772.63","667.76","68111.48","39.66","233","297","262.13","26737","14.21","269.9","290.36","276.15","28167.39","4.99","2109","2193","2149.73","55893","21.99","2603","2756","2667.62","69358","41.34","N/A","N/A"
"Mito 7184","GTY029 25C 9 (cropped)","Mito","60","0.0714","612","759","682.67","40960","31.59","603.8","704.78","663.58","39814.94","24.9","232","293","259.98","15599","11.92","270.15","281.98","274.6","16476.11","3.47","2139","2207","2168.85","28195","20.8","2619","2729","2680.92","34852","35.06","N/A","N/A"
"Mito 7185","GTY029 25C 9 (cropped)","Mito","30","0.0357","642","761","692.2","20766","27.26","611.59","695.28","661.23","19836.95","20.09","221","288","257.57","7727","16.11","270.51","285.2","275.9","8276.88","4.27","2085","2151","2123.75","16990","20.1","2654","2699","2674.75","21398","16.86","N/A","N/A"
"Mito 7186","GTY029 25C 9 (cropped)","Mito","10","0.0119","624","708","667.9","6679","22.61","601.46","667.8","631.29","6312.85","22.9","248","286","263.9","2639","11.23","271.2","281.56","274.86","2748.65","3.05","2015","2045","2031","6093","12.33","2635","2691","2668","8004","23.93","N/A","N/A"
"Mito 7187","GTY029 25C 9 (cropped)","Mito","16","0.0191","631","722","666.31","10661","25.05","603.84","658.83","627.17","10034.79","14.99","227","283","258.06","4129","14.48","270.1","277.82","272.62","4361.86","1.86","2196","2216","2208","8832","7.48","2618","2683","2662.75","10651","26.08","N/A","N/A"
