
"Name","Item Name","Population","Voxel Count","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"Whole cells prelim 11","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","764.73","764.73","764.73","764.73","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 12","GTY029 25C (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","787.48","827.56","807.52","1615.04","20.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 13","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","799.18","799.18","799.18","799.18","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 14","GTY029 25C (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","866.4","890.01","881.5","2644.49","10.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 15","GTY029 25C (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","922.28","925.98","924.13","1848.26","1.85","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 16","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","839.52","839.52","839.52","839.52","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 17","GTY029 25C (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","852.34","900.66","875.68","2627.05","19.76","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 18","GTY029 25C (cropped)","Whole cells prelim","4","0.00476","N/A","N/A","N/A","N/A","N/A","911.68","999.81","971.34","3885.35","34.87","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 19","GTY029 25C (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","1020.01","1166.76","1086.14","3258.43","60.78","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 20","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","888.81","888.81","888.81","888.81","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 21","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","1063.05","1063.05","1063.05","1063.05","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 22","GTY029 25C (cropped)","Whole cells prelim","9","0.0107","N/A","N/A","N/A","N/A","N/A","1139.24","1332.59","1239.87","11158.84","65.67","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 23","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","756.3","756.3","756.3","756.3","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 24","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","986.45","986.45","986.45","986.45","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 25","GTY029 25C (cropped)","Whole cells prelim","11","0.0131","N/A","N/A","N/A","N/A","N/A","1020.43","1221.38","1167.77","12845.5","56.37","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 26","GTY029 25C (cropped)","Whole cells prelim","4","0.00476","N/A","N/A","N/A","N/A","N/A","990.45","1111.11","1055.88","4223.53","43.35","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 27","GTY029 25C (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","915.95","964.72","936.82","2810.47","20.52","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 28","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","754.89","754.89","754.89","754.89","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 29","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","850.36","850.36","850.36","850.36","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 30","GTY029 25C (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","809.73","823.76","816.74","1633.49","7.02","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 31","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","738.81","738.81","738.81","738.81","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 32","GTY029 25C (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","718.62","760.54","746.38","2239.15","19.63","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 33","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","707.28","707.28","707.28","707.28","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 34","GTY029 25C (cropped)","Whole cells prelim","5","0.00595","N/A","N/A","N/A","N/A","N/A","674.06","747.42","719.19","3595.96","25.66","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 35","GTY029 25C (cropped)","Whole cells prelim","89365","106.41","N/A","N/A","N/A","N/A","N/A","563.97","28711.75","972.35","86893856","333.33","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 36","GTY029 25C (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","652.71","660.37","656.54","1313.08","3.83","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 37","GTY029 25C (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","653.96","740.92","697.44","1394.88","43.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 38","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","730.32","730.32","730.32","730.32","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 39","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","769.88","769.88","769.88","769.88","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 40","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","827.58","827.58","827.58","827.58","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 41","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","810.07","810.07","810.07","810.07","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 42","GTY029 25C (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","825.31","830.14","827.73","1655.45","2.41","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 43","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","724.35","724.35","724.35","724.35","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 44","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","733.88","733.88","733.88","733.88","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 45","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","862.44","862.44","862.44","862.44","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 46","GTY029 25C (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","785.12","807.3","794.19","2382.56","9.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 47","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","754.15","754.15","754.15","754.15","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 48","GTY029 25C (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","654.81","761.85","692.24","2076.72","49.27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 49","GTY029 25C (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","831.86","876.08","853.97","1707.94","22.11","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 50","GTY029 25C (cropped)","Whole cells prelim","179952","214.27","N/A","N/A","N/A","N/A","N/A","458.09","5500.7","1016.27","1.83e+08","276.84","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 51","GTY029 25C (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","746.87","775.08","760.97","1521.95","14.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 52","GTY029 25C (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","818.6","818.6","818.6","818.6","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 53","GTY029 25C (cropped)","Whole cells prelim","4","0.00476","N/A","N/A","N/A","N/A","N/A","703.35","732.02","715.83","2863.32","11.58","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 54","GTY029 25C (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","832.94","846.75","839.85","1679.7","6.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells 1","GTY029 25C (cropped)","Whole cells","89365","106.41","N/A","N/A","N/A","N/A","N/A","563.97","28711.75","972.35","86893856","333.33","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","12","N/A"
"Whole cells 2","GTY029 25C (cropped)","Whole cells","179952","214.27","N/A","N/A","N/A","N/A","N/A","458.09","5500.7","1016.27","1.83e+08","276.84","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14","N/A"
"Mito 1","GTY029 25C (cropped)","Mito","17","0.0202","752","857","803.41","13658","31.82","769.47","826.74","799.91","13598.4","17.24","454","545","498.35","8472","24.48","587.19","607.23","596.68","10143.55","5.49","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2","GTY029 25C (cropped)","Mito","117","0.139","818","993","903.5","105710","36.38","781.61","1028.03","879.31","102878.88","63.23","403","554","469.93","54982","25.3","585.57","740.23","627.98","73473.9","33.18","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56"
"Mito 3","GTY029 25C (cropped)","Mito","12","0.0143","811","947","871.58","10459","34.69","843.17","991.15","926.36","11116.36","48.82","416","507","462.08","5545","33.9","590.21","632.05","607.17","7286.02","11.86","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56"
"Mito 4","GTY029 25C (cropped)","Mito","12","0.0143","821","970","888.92","10667","41.67","816.88","927.18","871.41","10456.97","30.91","387","458","415","4980","19.51","589.95","647.52","616.71","7400.58","20.15","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","55"
"Mito 5","GTY029 25C (cropped)","Mito","55","0.0655","855","1011","930.13","51157","34.67","930.44","1490.5","1107.52","60913.34","123.29","449","557","506.95","27882","25","590.5","795.9","646.1","35535.67","53.83","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56"
"Mito 6","GTY029 25C (cropped)","Mito","28","0.0333","777","926","846.39","23699","32.64","841.81","966.83","904.03","25312.86","40.14","378","498","437.11","12239","27.46","590.39","694.81","632.55","17711.53","31.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56"
"Mito 7","GTY029 25C (cropped)","Mito","661","0.787","693","1008","865.26","571934","51.34","707.79","1882.78","1189.56","786301.44","238.41","387","900","587.89","388592","107.83","586.87","9685.59","1698.7","1122839.63","1454.72","1633","1953","1784.08","87420","80.95","2438","2687","2591.69","126993","56.47","N/A","N/A"
"Mito 8","GTY029 25C (cropped)","Mito","343","0.408","752","1003","881.38","302312","45.08","785.95","1814.48","1205.64","413534.25","210.83","343","903","530.09","181820","114.79","588.07","9582.2","1960.75","672536.19","1755.35","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","55"
"Mito 9","GTY029 25C (cropped)","Mito","227","0.27","855","1093","961.63","218289","42.98","885.05","1434.62","1065.12","241781.25","85.72","384","634","466.38","105868","42.09","585.45","941.1","673.05","152782.61","75.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56"
"Mito 10","GTY029 25C (cropped)","Mito","1498","1.78","780","1233","991.52","1485300","79.3","596.08","2598.74","1357.54","2033600.13","408.83","311","1484","655.19","981472","215.51","585.82","18651.96","2198.25","3292976.25","2661.28","1640","2152","1920.43","443619","119.19","2192","2765","2467.67","570031","139.89","N/A","56"
"Mito 11","GTY029 25C (cropped)","Mito","29","0.0345","735","862","804.24","23323","30.86","729.94","944.36","847.97","24591.18","51.78","429","523","473.72","13738","23.61","585.45","687.26","626.12","18157.54","27.33","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 12","GTY029 25C (cropped)","Mito","10","0.0119","769","920","833.5","8335","38.94","752.31","927.85","832.48","8324.76","55.08","464","528","495","4950","20.41","591.36","647.46","616.96","6169.57","18.18","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 13","GTY029 25C (cropped)","Mito","751","0.894","717","1089","883.84","663764","69.21","549.23","2845.52","1277.62","959491.5","438.05","353","1393","678.06","509226","227.41","585.58","17953.6","2614","1963115.75","3194.09","1908","2212","2061.09","243209","76.54","2390","2804","2605.37","307434","104.87","N/A","N/A"
"Mito 14","GTY029 25C (cropped)","Mito","742","0.883","730","1063","879.33","652464","53.2","667.85","2246.31","1242.39","921849.81","329.1","309","1052","585.73","434609","156.58","585.3","9084.24","1846.09","1369797.63","1615.91","1869","2160","2005.84","232678","71.13","2387","2777","2568.15","297905","90.57","N/A","55"
"Mito 15","GTY029 25C (cropped)","Mito","13","0.0155","850","971","895.08","11636","32.9","1052.56","1402.05","1194.33","15526.29","103.33","377","450","413.54","5376","22.28","589.79","725.25","651.26","8466.34","45.21","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56"
"Mito 16","GTY029 25C (cropped)","Mito","27","0.0321","778","926","859.22","23199","38.59","783.2","1088.62","896.16","24196.29","94.11","363","467","417.85","11282","23.49","588.75","715.1","643.96","17386.81","34.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 17","GTY029 25C (cropped)","Mito","11","0.0131","850","951","902.36","9926","36.15","959.82","1100.85","1018.45","11202.96","45.32","380","452","418.91","4608","21.94","589.43","635.13","609.24","6701.66","15.37","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 18","GTY029 25C (cropped)","Mito","308","0.367","712","977","837.94","258087","46.18","604.96","1746.77","1104.06","340050.78","258.8","354","913","545.09","167888","126.99","589.5","11114.08","2315.83","713276.19","2437.29","1945","2315","2098.07","146865","94.33","2391","2956","2642.19","184953","132.46","N/A","N/A"
"Mito 19","GTY029 25C (cropped)","Mito","37","0.0441","725","914","829.81","30703","49.75","607.16","1089.63","813.26","30090.45","153.6","344","434","385.35","14258","21.38","586.78","799.15","682.31","25245.49","59.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56"
"Mito 20","GTY029 25C (cropped)","Mito","12","0.0143","853","956","901.67","10820","32.99","944.53","1154.16","1054.36","12652.26","54.36","386","478","423.25","5079","29.33","588.41","670.71","616.04","7392.44","24.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","55"
"Mito 21","GTY029 25C (cropped)","Mito","517","0.616","762","1059","906.59","468706","42.87","763.34","1958.37","1109.77","573753.13","240.99","378","1102","607.44","314046","140.52","587.1","13294.3","2199.74","1137264.38","2419.06","1998","2190","2096.8","176131","34.76","2482","2789","2654.29","222960","53.86","N/A","N/A"
"Mito 22","GTY029 25C (cropped)","Mito","5685","6.77","700","1231","967.71","5501444","76.59","576.41","3790.49","1341.28","7625201","447.75","330","1715","729.25","4145781","193.67","585.3","28945.07","2279.39","12958354","2572.77","1748","2223","1985.03","1506636","106.64","2252","2795","2543.12","1930225","109.99","N/A","56"
