filename,ID,Item Name,Name,Population,Type,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment Whole cells ID
GTY029 25C 2 (cropped)_02_c45m-80_bgROI.csv,46,GTY029 25C 2_02,Mito 14,Mito,Object,0.0202,853,1049,959,16303,53.92,610.47,918.21,737.71,12541.06,86.02,379,471,433.41,7368,25.04,481.63,541.27,502.56,8543.58,16.09,NA,32
GTY029 25C 2 (cropped)_02_c45m-80_bgROI.csv,47,GTY029 25C 2_02,Mito 15,Mito,Object,0.0441,888,1048,967.24,35788,34.97,737,1187.94,919.39,34017.27,133.17,376,479,411.49,15225,22.98,482.41,590.53,525.52,19444.23,31.47,NA,32
GTY029 25C 2 (cropped)_02_c45m-80_bgROI.csv,48,GTY029 25C 2_02,Mito 16,Mito,Object,0.0321,868,1029,944.89,25512,39.39,759.79,1181.97,931.34,25146.26,108.29,369,459,398.07,10748,20.85,482.06,557.41,509.93,13768.14,22.53,NA,32
GTY029 25C 2 (cropped)_02_c45m-80_bgROI.csv,49,GTY029 25C 2_02,Mito 17,Mito,Object,0.0381,901,1025,972.59,31123,33.98,712.14,1147.61,963.2,30822.27,104.73,367,464,406.97,13023,19.54,482.98,645.29,544.87,17435.83,48.4,NA,32
GTY029 25C 2 (cropped)_02_c45m-80_bgROI.csv,50,GTY029 25C 2_02,Mito 18,Mito,Object,16.86,686,2227,994.17,14078482,99.78,435.54,25958.83,1286.32,18215610,770.88,327,1865,655.81,9286874,197.79,481.62,18793.4,1724.85,24425596,1912.99,NA,32
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,1,GTY029 25C 2_03,ROIs 1,ROIs,Object,299.41,547,833,686.83,173000000,30.7,343.87,1162.22,688.1,173000000,93.6,192,313,251.58,63261907,13.56,143.82,424.82,251.72,63297836,28.13,NA,NA
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,19,GTY029 25C 2_03,Whole cells 1,Whole cells,Object,123.28,NA,NA,NA,NA,NA,0,14190.08,956.09,98988184,282.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,20,GTY029 25C 2_03,Mito 1,Mito,Object,0.0786,826,1034,906.27,59814,41.09,886.17,1377.96,1016.5,67088.83,110.35,371,477,415.15,27400,19.66,503.95,634.07,548.14,36177.1,34.11,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,21,GTY029 25C 2_03,Mito 2,Mito,Object,0.0643,829,1016,902.67,48744,35.77,817.33,1313.05,1073.38,57962.63,131.3,374,486,418.69,22609,23.45,504.24,668.09,549.34,29664.63,39.72,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,22,GTY029 25C 2_03,Mito 3,Mito,Object,1.28,817,1226,959.2,1034021,53.45,631.29,6032.78,1285.15,1385388.75,363.67,346,957,556.58,599990,117.22,503.78,8763.07,1599.54,1724306.88,1457.81,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,23,GTY029 25C 2_03,Mito 4,Mito,Object,0.0988,762,965,850.78,70615,41.66,601.35,1220.12,847.41,70335.44,124.41,350,484,408.96,33944,27.17,505.08,698.27,564.07,46817.54,50.06,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,24,GTY029 25C 2_03,Mito 5,Mito,Object,0.95,782,1062,907.16,723917,48.58,541.13,2498.13,1122.91,896083.56,352.65,318,988,528.07,421399,125.98,503.77,15510.61,1923.71,1535120.25,2118.45,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,25,GTY029 25C 2_03,Mito 6,Mito,Object,0.518,771,1074,924.91,402335,50.85,652.73,2250.41,1321.22,574728.75,358.91,351,1024,555.97,241849,142.24,504,11840.44,2074.55,902430.88,2344.43,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,26,GTY029 25C 2_03,Mito 7,Mito,Object,0.716,754,1173,923.2,554843,63.13,474.91,3668.65,1327.69,797943.06,542.45,308,1037,547.43,329003,162.32,503.98,17473.04,2035.43,1223295.63,2696.12,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,27,GTY029 25C 2_03,Mito 8,Mito,Object,0.0167,835,979,903.93,12655,39.56,759.81,1138.69,925.65,12959.09,122.85,330,397,369.43,5172,18.3,506.75,582.95,536.47,7510.58,22.23,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,28,GTY029 25C 2_03,Mito 9,Mito,Object,5.77,773,1208,970.04,4701775,63.21,485.57,3138.04,1224.13,5933380,348.1,315,1211,605.79,2936275,153.07,503.75,16567.48,1761.69,8538925,1842.91,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,29,GTY029 25C 2_03,Mito 10,Mito,Object,0.0536,856,1028,940.58,42326,37.5,819.89,1245.45,1002.12,45095.35,120.57,324,414,364.27,16392,15.74,504.03,577.15,538.33,24225.04,21.93,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,30,GTY029 25C 2_03,Mito 11,Mito,Object,0.0488,857,1075,927.98,38047,40.32,721.48,1102.39,863.57,35406.41,96.62,319,394,360.15,14766,18.25,506.52,663.37,559.35,22933.36,42.25,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,31,GTY029 25C 2_03,Mito 12,Mito,Object,0.0429,839,1041,943.33,33960,39.39,654.41,1026.51,826.84,29766.38,89.62,408,513,443.53,15967,26.98,504.12,708.44,583.59,21009.18,62.67,NA,19
GTY029 25C 2 (cropped)_03_c45m-80 bgROI.csv,32,GTY029 25C 2_03,Mito 13,Mito,Object,0.0143,807,915,857.08,10285,34.29,734.89,982.14,857.46,10289.55,87.24,352,394,375.75,4509,13.96,510.6,624.98,555.54,6666.52,39.68,NA,19
GTY029 25C 3 (cropped)_01 c2m-80.csv,1,GTY029 25C 3 (cropped),ROIs 1,ROIs,Object,1545.08,552,845,686.69,891000000,30.69,399.47,1356.9,685.71,890000000,69.58,189,322,249.99,324000000,13.48,141.15,440.63,250.05,324000000,23.57,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,159,GTY029 25C 3 (cropped),Whole cells 1,Whole cells,Object,146.7,NA,NA,NA,NA,NA,294.2,6780.62,925.61,114000000,249.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,160,GTY029 25C 3 (cropped),Whole cells 2,Whole cells,Object,103.83,NA,NA,NA,NA,NA,436.08,15469.11,924.09,80582664,230.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,161,GTY029 25C 3 (cropped),Whole cells 3,Whole cells,Object,97.9,NA,NA,NA,NA,NA,357.02,12264.42,949.41,78063344,315.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,162,GTY029 25C 3 (cropped),Mito 1,Mito,Object,0.0345,741,879,811.66,23538,40.16,720.92,848.4,777.21,22539.21,32.21,359,443,409.79,11884,24.33,508.49,550.15,523.35,15177.15,12.52,NA,160
GTY029 25C 3 (cropped)_01 c2m-80.csv,163,GTY029 25C 3 (cropped),Mito 2,Mito,Object,0.0167,794,931,889.64,12455,35.68,864.78,963.14,925.27,12953.73,30.24,367,428,400.57,5608,19.32,510.7,540.3,524.09,7337.21,9.19,NA,159
GTY029 25C 3 (cropped)_01 c2m-80.csv,164,GTY029 25C 3 (cropped),Mito 3,Mito,Object,0.158,807,997,908.9,120884,41.05,879.81,1296.64,1044.58,138928.73,103.32,388,598,477.78,63545,44.19,508.73,652.38,562.56,74819.99,38.85,NA,159
GTY029 25C 3 (cropped)_01 c2m-80.csv,165,GTY029 25C 3 (cropped),Mito 4,Mito,Object,0.0119,732,873,836.7,8367,42.13,862.16,999.04,939.78,9397.78,43.96,402,455,429.9,4299,16.4,512.68,540.36,525.34,5253.44,10.61,NA,161
GTY029 25C 3 (cropped)_01 c2m-80.csv,166,GTY029 25C 3 (cropped),Mito 5,Mito,Object,0.0214,760,915,835.72,15043,34.02,782.74,921.55,862.89,15532.05,43.24,369,451,411.33,7404,22.33,511.81,561.61,534.33,9617.92,14.98,NA,160
GTY029 25C 3 (cropped)_01 c2m-80.csv,167,GTY029 25C 3 (cropped),Mito 6,Mito,Object,0.0226,720,845,783.26,14882,32.25,769.52,892.18,821.16,15602.01,33.58,357,476,406.47,7723,26.7,510.72,570.01,534.85,10162.13,15.81,NA,160
GTY029 25C 3 (cropped)_01 c2m-80.csv,168,GTY029 25C 3 (cropped),Mito 7,Mito,Object,0.0119,786,871,825.5,8255,25.97,937.39,968.62,951.46,9514.64,9.25,321,378,346.9,3469,16.11,509.29,555.93,527.37,5273.68,15.06,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,169,GTY029 25C 3 (cropped),Mito 8,Mito,Object,0.0238,781,906,862.65,17253,32.19,884.32,1003.65,954.74,19094.86,31.57,417,517,471,9420,26.47,510.23,575.78,537.43,10748.66,19.52,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,170,GTY029 25C 3 (cropped),Mito 9,Mito,Object,0.0488,723,871,783.8,32136,36.34,789.4,964.31,881.33,36134.65,46.06,359,496,416.66,17083,29.39,508.93,707.71,575.75,23605.79,55.19,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,171,GTY029 25C 3 (cropped),Mito 10,Mito,Object,0.0143,749,863,807.42,9689,33.42,722.31,817.02,770.35,9244.2,28.01,402,459,425.08,5101,17.68,512.02,587.5,544.23,6530.82,22.78,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,172,GTY029 25C 3 (cropped),Mito 11,Mito,Object,0.0476,852,1011,911.08,36443,37.82,869.67,1196.76,997.86,39914.26,80.09,351,436,390.27,15611,20.67,508.91,623.97,551.15,22045.96,32,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,173,GTY029 25C 3 (cropped),Mito 12,Mito,Object,2.66,739,1144,959.5,2141611,61.54,604.76,2134.87,1303.12,2908559.75,306.68,343,1086,656.79,1465946,151.08,508.53,11577.15,1885.31,4208017.5,1741.56,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,174,GTY029 25C 3 (cropped),Mito 13,Mito,Object,0.0238,891,1019,958,19160,37.17,900.53,1199.2,1051.65,21033.09,96.43,356,455,418.9,8378,23.02,509.8,569.12,533.4,10668.09,18.97,NA,159
GTY029 25C 3 (cropped)_01 c2m-80.csv,175,GTY029 25C 3 (cropped),Mito 14,Mito,Object,8.77,730,1139,920.59,6781974,59.07,530.03,2330.54,1118.44,8239511,256.38,314,1324,665.07,4899603,176.17,508.43,12986.89,1640.02,12082008,1664.7,NA,159
GTY029 25C 3 (cropped)_01 c2m-80.csv,176,GTY029 25C 3 (cropped),Mito 15,Mito,Object,0.173,785,978,881.37,127799,36.36,689.59,1152.72,914.08,132541.5,88.21,380,530,446.75,64779,29.8,508.51,670.67,557.31,80810.05,42.25,NA,161
GTY029 25C 3 (cropped)_01 c2m-80.csv,177,GTY029 25C 3 (cropped),Mito 16,Mito,Object,0.0119,790,937,833.9,8339,44.06,917.09,1096.04,989.27,9892.75,50.88,370,493,434.6,4346,37.23,509.13,534.09,518.76,5187.64,8.3,NA,160
GTY029 25C 3 (cropped)_01 c2m-80.csv,178,GTY029 25C 3 (cropped),Mito 17,Mito,Object,0.0167,892,1018,937.93,13131,33.53,1109.25,1831.6,1328.86,18604.03,204.29,390,451,407.64,5707,16.44,515.77,579.95,541.77,7584.85,19.01,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,179,GTY029 25C 3 (cropped),Mito 18,Mito,Object,0.0143,731,866,801.17,9614,39.06,761.93,989.55,842.25,10107.04,72.02,352,402,377.58,4531,15.82,509.93,558.77,527.8,6333.54,15.41,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,180,GTY029 25C 3 (cropped),Mito 19,Mito,Object,0.0202,838,956,895.94,15231,35.8,858.79,1258.45,1046.87,17796.84,105.26,340,418,384.41,6535,20.17,509.78,560.34,527.39,8965.58,18.12,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,181,GTY029 25C 3 (cropped),Mito 20,Mito,Object,0.0119,800,919,857.5,8575,32.01,915.55,1263.52,1084.28,10842.82,106.89,362,432,387.4,3874,23.36,514.18,569.01,538.42,5384.17,17.29,NA,160
GTY029 25C 3 (cropped)_01 c2m-80.csv,182,GTY029 25C 3 (cropped),Mito 21,Mito,Object,0.0333,633,801,714.46,20005,38.15,685.49,863.13,780.39,21851.03,37.04,312,403,358.86,10048,20.39,510.59,601.79,544.47,15245.15,24.68,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,183,GTY029 25C 3 (cropped),Mito 22,Mito,Object,0.0262,657,752,717.36,15782,21.36,729.22,861.77,801.39,17630.68,30.38,347,407,374.32,8235,17.83,509.58,572.6,532.35,11711.61,19.15,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,184,GTY029 25C 3 (cropped),Mito 23,Mito,Object,0.751,709,957,829.71,523544,46.11,687.24,1348.08,949.11,598886.44,135.8,291,653,425.88,268728,70.74,508.46,5734.78,1157.19,730188.69,845.99,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,185,GTY029 25C 3 (cropped),Mito 24,Mito,Object,0.0119,717,843,784.8,7848,34.04,636.7,740.79,681.12,6811.19,37.26,354,400,376.2,3762,15.14,514.95,582.09,547.1,5471.02,19.53,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,186,GTY029 25C 3 (cropped),Mito 25,Mito,Object,2.52,705,1101,895.67,1895245,73.63,486.32,2087.87,1102.55,2333003.25,372.68,329,1329,654.65,1385249,243.32,508.75,16731.56,2123.38,4493069,2623.76,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,187,GTY029 25C 3 (cropped),Mito 26,Mito,Object,0.0214,651,794,734.28,13217,34.75,654.79,864.9,791.64,14249.46,42.46,348,413,384.33,6918,18.27,510.5,570.39,538.62,9695.19,18.87,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,188,GTY029 25C 3 (cropped),Mito 27,Mito,Object,1.01,805,1272,958.09,809590,76.33,685,3396.36,1287.15,1087637.63,463.31,329,882,501.16,423481,98.96,509.66,10601.06,1608.41,1359105.5,1503.98,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,189,GTY029 25C 3 (cropped),Mito 28,Mito,Object,3.8,716,1117,918.09,2929625,52.58,502.36,2413.94,1173.46,3744526,309.08,346,1287,637.28,2033548,151.32,508.4,14385.31,1804.71,5758835.5,1812.34,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,190,GTY029 25C 3 (cropped),Mito 29,Mito,Object,0.212,718,952,837.53,149080,44.81,821.46,1655.61,1184.26,210798.19,169.14,333,680,450.58,80204,65.33,508.47,8005.14,1535.46,273311.34,1376.62,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,191,GTY029 25C 3 (cropped),Mito 30,Mito,Object,0.0119,786,927,860.5,8605,40.5,793.05,1587.62,1208.27,12082.71,258.84,340,398,368.2,3682,19.84,510.45,586.77,548.74,5487.42,24.45,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,192,GTY029 25C 3 (cropped),Mito 31,Mito,Object,0.0738,751,1008,878.15,54445,55.48,842.07,1914.44,1132.48,70213.84,280.37,330,486,406.87,25226,38.22,510.77,692.79,568.29,35234.14,45.36,NA,159
GTY029 25C 3 (cropped)_01 c2m-80.csv,193,GTY029 25C 3 (cropped),Mito 32,Mito,Object,0.0119,745,830,791.1,7911,27.24,771.16,918.77,855.08,8550.84,47.87,338,398,375.5,3755,19.51,522.08,597.64,558.37,5583.7,28.15,NA,160
GTY029 25C 3 (cropped)_01 c2m-80.csv,194,GTY029 25C 3 (cropped),Mito 33,Mito,Object,0.0119,766,904,848.1,8481,45.94,722.01,833.72,769.42,7694.22,33.74,345,418,387.4,3874,21.66,515.88,576.7,538.05,5380.54,19.18,NA,160
GTY029 25C 3 (cropped)_01 c2m-80.csv,195,GTY029 25C 3 (cropped),Mito 34,Mito,Object,0.0191,816,941,871.5,13944,35.52,995.9,1158.46,1087.47,17399.57,43.71,301,336,320.63,5130,10.85,508.99,593.77,543.06,8688.95,23.57,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,196,GTY029 25C 3 (cropped),Mito 35,Mito,Object,0.407,742,1001,850.86,290994,39.63,618.14,1663.22,1102.38,377012.34,174.4,316,789,483.36,165309,92.02,509.05,8490.05,1749.71,598402.19,1684.84,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,197,GTY029 25C 3 (cropped),Mito 36,Mito,Object,2.51,777,1093,930.12,1964420,50.06,621.11,2124.46,1147.83,2424218.5,273.22,341,1289,608.31,1284743,186.33,508.42,12700.47,1710.37,3612301.25,2050.43,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,198,GTY029 25C 3 (cropped),Mito 37,Mito,Object,5,694,1097,886.82,3721963,46.04,558.08,2101,1086.95,4561919,213.79,320,895,520.35,2183926,95.82,508.4,11882.03,1394.3,5851884.5,1213.92,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,199,GTY029 25C 3 (cropped),Mito 38,Mito,Object,4.23,709,1326,886.11,3146588,72.81,539.73,3833.3,1067.01,3788939.75,269.12,360,1135,563.73,2001793,110.78,508.44,14251.49,1627.83,5780418,1478.78,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,200,GTY029 25C 3 (cropped),Mito 39,Mito,Object,1.12,829,1160,966.98,912829,60.49,755.66,3289.74,1353.33,1277544.75,415.19,307,1357,604.82,570947,216.93,508.51,17021.58,2090.58,1973512.12,2685.84,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,201,GTY029 25C 3 (cropped),Mito 40,Mito,Object,0.637,785,1094,948.98,507706,58.38,730.84,2323.64,1338.4,716041.44,374.11,337,1515,689.9,369096,244.04,509.28,23732.14,2967.39,1587551.5,4174.43,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,202,GTY029 25C 3 (cropped),Mito 41,Mito,Object,0.473,788,1083,910.99,361664,50.65,685.98,2568.02,1240.27,492386.28,375.93,339,1147,581.4,230815,168.86,509.87,20954.51,2449.2,972333.19,3305.6,NA,159
GTY029 25C 3 (cropped)_01 c2m-80.csv,203,GTY029 25C 3 (cropped),Mito 42,Mito,Object,6.7,703,1157,928.71,5226792,59.9,514.5,2761.83,1192.46,6711143.5,329.43,325,1483,673.4,3789892,207.7,508.5,14093.13,1904.35,10717700,2089.79,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,204,GTY029 25C 3 (cropped),Mito 43,Mito,Object,2.93,797,1236,1025.35,2519293,63.56,648.81,3165.62,1261.47,3099435.75,320.96,353,1082,605.44,1487578,136.88,508.47,16406.99,1792.49,4404144,2001.46,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,205,GTY029 25C 3 (cropped),Mito 44,Mito,Object,1.94,806,1118,961.93,1567939,46.66,712.81,2146.99,1142.86,1862866.38,229.38,361,1238,699.22,1139729,158.74,508.41,14855.79,2233.37,3640388.25,2123.4,NA,161
GTY029 25C 3 (cropped)_01 c2m-80.csv,206,GTY029 25C 3 (cropped),Mito 45,Mito,Object,1.97,754,1039,899.57,1488785,45.97,596.7,1835.72,1111.59,1839687.88,220.89,338,994,552.29,914039,114.42,508.6,10698.85,1660.97,2748909.25,1483.29,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,207,GTY029 25C 3 (cropped),Mito 46,Mito,Object,4.85,783,1184,963.51,3926289,62.73,546.53,2984.56,1198.57,4884178,361.58,341,1295,649.11,2645138,161.32,508.48,16380.31,1855.41,7560812.5,1992.74,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,208,GTY029 25C 3 (cropped),Mito 47,Mito,Object,0.0524,719,850,797.11,35073,29.37,539.69,737.72,621.57,27349.29,42.78,340,435,380.36,16736,23.75,508.65,655.92,545.06,23982.8,37.08,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,209,GTY029 25C 3 (cropped),Mito 48,Mito,Object,0.0202,803,966,910.53,15479,37.13,705.08,935.83,802.9,13649.35,69.12,374,441,411.76,7000,22.22,514.03,621.07,555.44,9442.42,35.1,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,210,GTY029 25C 3 (cropped),Mito 49,Mito,Object,4.26,716,1330,966.42,3455929,77.97,564.76,5462.94,1291.92,4619898.5,397.02,319,1604,727.63,2601987,214.44,508.6,22207.6,2293.42,8201263,2787.46,NA,159
GTY029 25C 3 (cropped)_01 c2m-80.csv,211,GTY029 25C 3 (cropped),Mito 50,Mito,Object,0.0119,933,1170,1011.2,10112,75.42,906.44,1259.34,1108.74,11087.45,96.29,335,489,385.8,3858,53.59,521.11,588.31,545.98,5459.8,21.99,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,212,GTY029 25C 3 (cropped),Mito 51,Mito,Object,0.0143,768,959,826.75,9921,50.74,725.91,924.26,840.82,10089.83,59.71,373,475,403.25,4839,26.36,512.66,601.96,551.3,6615.59,27.2,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,213,GTY029 25C 3 (cropped),Mito 52,Mito,Object,0.0191,864,978,912.13,14594,26.69,715.57,899.1,838.75,13420.02,44.02,343,435,385.81,6173,22.65,509.91,589.85,543.31,8692.99,26.23,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,214,GTY029 25C 3 (cropped),Mito 53,Mito,Object,11.23,746,1508,997.61,9408501,101.38,577.65,5318.44,1271.59,11992382,400.36,329,1453,621.5,5861356,183.68,508.45,16724.8,1745.76,16464227,1861.57,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,215,GTY029 25C 3 (cropped),Mito 54,Mito,Object,0.0191,850,968,910.56,14569,33.09,779.09,928.45,841.28,13460.53,38.13,323,381,346.31,5541,14.76,510.5,572.2,532.23,8515.66,22.89,NA,NA
GTY029 25C 3 (cropped)_01 c2m-80.csv,216,GTY029 25C 3 (cropped),Mito 55,Mito,Object,8.61,699,1144,915.85,6625235,52.96,541.39,2674.8,1148.73,8309948,274.88,387,1320,744.16,5383269,159.21,508.6,20740.07,1986.84,14372804,2008.94,NA,161
GTY029 25C 3 (cropped)_01 c2m-80.csv,217,GTY029 25C 3 (cropped),Mito 56,Mito,Object,12.15,673,1203,883.3,9016688,66.47,511.03,2618.31,1075.35,10977218,303.08,330,1737,639.17,6524648,211.14,508.42,16092.25,1586.08,16190751,1706.45,NA,160
GTY029 25C 3 (cropped)_01 c2m-80.csv,218,GTY029 25C 3 (cropped),Mito 57,Mito,Object,0.0274,698,825,769.57,17700,32.19,618.12,871.45,714.84,16441.22,71.41,349,425,381.61,8777,18.46,508.81,593.09,547.51,12592.78,24.54,NA,160
GTY029 25C 3 (cropped)_01 c2m-80.csv,219,GTY029 25C 3 (cropped),Mito 58,Mito,Object,8.85,658,1071,860.79,6400867,49.38,550,2015.66,1023.61,7611586.5,213.77,339,1506,573.2,4262314,175.74,508.45,10913.16,1451.29,10791805,1461.03,NA,160
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,1,GTY029 25C 3 (cropped),ROIs 1,ROIs,Object,1985.41,547,845,686.62,1140000000,30.69,394.52,1217.26,685.68,1140000000,69.79,188,322,250.23,417000000,13.49,141.15,440.63,250.23,417000000,23.58,NA,NA
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,159,GTY029 25C 3 (cropped),Whole cells 1,Whole cells,Object,272.21,NA,NA,NA,NA,NA,218.29,5703.7,945.71,216000000,263.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,161,GTY029 25C 3 (cropped),Whole cells 3,Whole cells,Object,146.7,NA,NA,NA,NA,NA,294.2,6780.62,925.61,114000000,249.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,162,GTY029 25C 3 (cropped),Whole cells 4,Whole cells,Object,103.83,NA,NA,NA,NA,NA,436.08,15469.11,924.09,80582664,230.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,163,GTY029 25C 3 (cropped),Whole cells 5,Whole cells,Object,97.9,NA,NA,NA,NA,NA,357.02,12264.42,949.41,78063344,315.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,164,GTY029 25C 3 (cropped),Mito 1,Mito,Object,0.0345,741,879,811.66,23538,40.16,720.92,848.4,777.21,22539.21,32.21,359,443,409.79,11884,24.33,508.49,550.15,523.35,15177.15,12.52,NA,162
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,165,GTY029 25C 3 (cropped),Mito 2,Mito,Object,0.0167,794,931,889.64,12455,35.68,864.78,963.14,925.27,12953.73,30.24,367,428,400.57,5608,19.32,510.7,540.3,524.09,7337.21,9.19,NA,161
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,166,GTY029 25C 3 (cropped),Mito 3,Mito,Object,0.158,807,997,908.9,120884,41.05,879.81,1296.64,1044.58,138928.73,103.32,388,598,477.78,63545,44.19,508.73,652.38,562.56,74819.99,38.85,NA,161
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,167,GTY029 25C 3 (cropped),Mito 4,Mito,Object,0.0119,732,873,836.7,8367,42.13,862.16,999.04,939.78,9397.78,43.96,402,455,429.9,4299,16.4,512.68,540.36,525.34,5253.44,10.61,NA,163
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,168,GTY029 25C 3 (cropped),Mito 5,Mito,Object,0.0214,760,915,835.72,15043,34.02,782.74,921.55,862.89,15532.05,43.24,369,451,411.33,7404,22.33,511.81,561.61,534.33,9617.92,14.98,NA,162
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,169,GTY029 25C 3 (cropped),Mito 6,Mito,Object,0.0226,720,845,783.26,14882,32.25,769.52,892.18,821.16,15602.01,33.58,357,476,406.47,7723,26.7,510.72,570.01,534.85,10162.13,15.81,NA,162
GTY029 25C 3 (cropped)_01_c2m-90_removejoined_bgROI.csv,170,GTY029 25C 3 (cropped),Mito 7,Mito,Object,0.0119,786,871,825.5,8255,25.97,937.39,968.62,951.46,9514.64,9.25,321,378,346.9,3469,16.11,509.29,555.93,527.37,5273.68,15.06,NA,NA
