
"Name","Item Name","Population","Voxel Count","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"Whole cells prelim 1","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","808.4","808.4","808.4","808.4","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 2","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","775.66","775.66","775.66","775.66","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 3","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","810.98","810.98","810.98","810.98","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 4","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","761.2","761.2","761.2","761.2","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 5","GTY029 25C 8 (cropped)","Whole cells prelim","6","0.00714","N/A","N/A","N/A","N/A","N/A","762.66","799.41","780.47","4682.8","13.07","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 6","GTY029 25C 8 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","774.62","851.27","817.09","2451.26","31.84","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 7","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","773.97","773.97","773.97","773.97","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 8","GTY029 25C 8 (cropped)","Whole cells prelim","5","0.00595","N/A","N/A","N/A","N/A","N/A","784.87","872.88","821.38","4106.89","37.69","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 9","GTY029 25C 8 (cropped)","Whole cells prelim","7","0.00833","N/A","N/A","N/A","N/A","N/A","771.72","877.61","807.83","5654.79","31.71","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 10","GTY029 25C 8 (cropped)","Whole cells prelim","7","0.00833","N/A","N/A","N/A","N/A","N/A","763.22","816.91","792.1","5544.69","19.92","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 11","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","744.89","744.89","744.89","744.89","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 12","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","740.09","740.09","740.09","740.09","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 13","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","745.51","745.51","745.51","745.51","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 14","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","770.77","770.77","770.77","770.77","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 15","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","794.15","794.15","794.15","794.15","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 16","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","768.16","768.16","768.16","768.16","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 17","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","822.6","822.6","822.6","822.6","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 18","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","787.43","787.43","787.43","787.43","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 19","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","846.09","846.09","846.09","846.09","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 20","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","818.35","818.35","818.35","818.35","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 21","GTY029 25C 8 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","777.88","853.5","815.69","1631.37","37.81","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 22","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","834.36","834.36","834.36","834.36","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 23","GTY029 25C 8 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","831.66","856.38","844.02","1688.04","12.36","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 24","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","779.29","779.29","779.29","779.29","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 25","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","901.51","901.51","901.51","901.51","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 26","GTY029 25C 8 (cropped)","Whole cells prelim","10","0.0119","N/A","N/A","N/A","N/A","N/A","778.54","902.18","842.11","8421.08","43.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 27","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","813.15","813.15","813.15","813.15","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 28","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","847.4","847.4","847.4","847.4","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 29","GTY029 25C 8 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","787.93","841.67","811.21","2433.62","22.52","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 30","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","745.08","745.08","745.08","745.08","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 31","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","958.12","958.12","958.12","958.12","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 32","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","808.42","808.42","808.42","808.42","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 33","GTY029 25C 8 (cropped)","Whole cells prelim","6","0.00714","N/A","N/A","N/A","N/A","N/A","931.99","1047.63","1002.4","6014.38","42.46","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 34","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","834","834","834","834","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 35","GTY029 25C 8 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","950.25","958.5","954.37","1908.75","4.13","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 36","GTY029 25C 8 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","911.03","1030.74","972.47","2917.42","48.93","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 37","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","887.35","887.35","887.35","887.35","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 38","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","1176.39","1176.39","1176.39","1176.39","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 39","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","1088.6","1088.6","1088.6","1088.6","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 40","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","940.12","940.12","940.12","940.12","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 41","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","963.93","963.93","963.93","963.93","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 42","GTY029 25C 8 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","959.55","967.27","963.41","1926.83","3.86","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 43","GTY029 25C 8 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","945.25","1055.26","998.76","2996.29","44.96","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 44","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","951.65","951.65","951.65","951.65","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 45","GTY029 25C 8 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","793.32","793.93","793.63","1587.25","0.303","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 46","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","882.93","882.93","882.93","882.93","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 47","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","891.02","891.02","891.02","891.02","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 48","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","1040.06","1040.06","1040.06","1040.06","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 49","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","1037.83","1037.83","1037.83","1037.83","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 50","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","1044","1044","1044","1044","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 51","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","844.76","844.76","844.76","844.76","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 52","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","966.46","966.46","966.46","966.46","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 53","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","901.92","901.92","901.92","901.92","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 54","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","876.62","876.62","876.62","876.62","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 55","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","965.5","965.5","965.5","965.5","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 56","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","975.44","975.44","975.44","975.44","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 57","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","933.89","933.89","933.89","933.89","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 58","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","972.73","972.73","972.73","972.73","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 59","GTY029 25C 8 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","867.82","894.15","883.3","2649.89","11.23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 60","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","858.92","858.92","858.92","858.92","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 61","GTY029 25C 8 (cropped)","Whole cells prelim","4","0.00476","N/A","N/A","N/A","N/A","N/A","795.93","907.68","866.28","3465.11","43.89","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 62","GTY029 25C 8 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","1178.68","1238.92","1208.8","2417.6","30.12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 63","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","1097.99","1097.99","1097.99","1097.99","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 64","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","740.62","740.62","740.62","740.62","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 65","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","1114.67","1114.67","1114.67","1114.67","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 66","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","935.86","935.86","935.86","935.86","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 67","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","766.18","766.18","766.18","766.18","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 68","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","665.64","665.64","665.64","665.64","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 69","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","734.4","734.4","734.4","734.4","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 70","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","927.39","927.39","927.39","927.39","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 71","GTY029 25C 8 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","694.64","764.57","729.6","1459.21","34.97","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 72","GTY029 25C 8 (cropped)","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","920.82","941.76","928.69","2786.07","9.31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 73","GTY029 25C 8 (cropped)","Whole cells prelim","58243","69.35","N/A","N/A","N/A","N/A","N/A","544.75","4939.38","976.21","56857228","192.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 74","GTY029 25C 8 (cropped)","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","772.67","772.67","772.67","772.67","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 75","GTY029 25C 8 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","613.27","647.15","630.21","1260.42","16.94","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 76","GTY029 25C 8 (cropped)","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","650.88","655.84","653.36","1306.72","2.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 77","GTY029 25C 8 (cropped)","Whole cells prelim","4","0.00476","N/A","N/A","N/A","N/A","N/A","655.89","784.1","726.75","2906.99","50.05","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
