
"Name","Item Name","Population","Voxel Count","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"Mito 2410","GTY029 25C 5 (cropped)","Mito","14","0.0167","569","706","644.93","9029","36.17","599.53","678.53","640.91","8972.68","18.64","243","286","258.86","3624","11.26","294.79","310.79","300.9","4212.55","4.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2411","GTY029 25C 5 (cropped)","Mito","13","0.0155","600","692","658.54","8561","26.28","626.74","714.51","685.44","8910.66","25.16","240","297","262.23","3409","15.25","294.21","318.79","302.8","3936.46","8.05","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2412","GTY029 25C 5 (cropped)","Mito","11","0.0131","620","698","659.55","7255","25.69","659.03","760.96","705.99","7765.93","32.38","241","294","261.82","2880","12.73","297.37","307.39","300.92","3310.15","3.34","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2413","GTY029 25C 5 (cropped)","Mito","28","0.0333","603","678","642.68","17995","19.55","601.29","746.21","657.49","18409.67","33.11","225","290","260.54","7295","14.02","294.05","322.66","305.49","8553.65","7.89","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2414","GTY029 25C 5 (cropped)","Mito","23","0.0274","610","696","646.09","14860","22.6","612.11","716.84","656.6","15101.8","32.38","243","272","258.09","5936","7.23","294.19","314.53","302.23","6951.34","5.66","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2415","GTY029 25C 5 (cropped)","Mito","11","0.0131","560","699","635.73","6993","38.31","657.69","693.37","675.25","7427.75","12.55","245","285","259.91","2859","12.59","294.23","307.43","299.68","3296.48","4.85","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2416","GTY029 25C 5 (cropped)","Mito","16","0.0191","613","689","658.13","10530","19.3","673.57","726.33","696.03","11136.53","14.37","234","272","256.31","4101","11.35","294.2","312.14","303.49","4855.79","5.69","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2417","GTY029 25C 5 (cropped)","Mito","21","0.025","610","699","650.43","13659","26.01","604.04","675.94","643.37","13510.72","19.19","212","277","254.67","5348","16.51","294.08","310.03","300.58","6312.24","4.93","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2418","GTY029 25C 5 (cropped)","Mito","16","0.0191","573","657","619.63","9914","24.99","564.42","677.17","617.28","9876.53","30.32","233","283","257.81","4125","13.75","294.48","317.7","301.68","4826.88","7.35","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2419","GTY029 25C 5 (cropped)","Mito","36","0.0429","577","776","650.75","23427","34.51","627.34","734.82","680.34","24492.13","30.93","234","286","260.17","9366","13.43","293.92","330.54","306.23","11024.45","9.16","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2420","GTY029 25C 5 (cropped)","Mito","15","0.0179","584","692","631.4","9471","28.46","598.91","673.7","632.05","9480.69","23.29","244","270","260.93","3914","8.02","293.81","310.93","299.93","4498.98","5.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2421","GTY029 25C 5 (cropped)","Mito","18","0.0214","578","682","642.06","11557","23.59","610.45","678.28","653.42","11761.63","20.56","238","280","259.28","4667","11.91","294.11","322.77","302.66","5447.81","7.53","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2422","GTY029 25C 5 (cropped)","Mito","15","0.0179","577","696","640.67","9610","31.45","617.23","691.56","654.05","9810.73","18.61","235","284","258.27","3874","13.32","294.56","316.48","301.6","4524.05","5.03","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2423","GTY029 25C 5 (cropped)","Mito","12","0.0143","594","697","633.08","7597","33.1","604.15","667.75","636.43","7637.13","19.11","251","287","266.5","3198","10.06","294.16","315.46","303.55","3642.62","7.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2424","GTY029 25C 5 (cropped)","Mito","20","0.0238","569","707","642.5","12850","32.17","580.21","720.21","627.52","12550.4","39.58","245","283","262.3","5246","11.72","295.05","329.76","310.49","6209.88","9.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2425","GTY029 25C 5 (cropped)","Mito","14","0.0167","603","703","650.21","9103","31.56","585.91","680.34","622.45","8714.31","28.89","235","285","260","3640","13.18","294.19","311.49","301.95","4227.3","4.74","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2426","GTY029 25C 5 (cropped)","Mito","26","0.031","606","712","649.54","16888","25.16","608.43","744.98","681.95","17730.73","33.42","237","295","263.04","6839","11.72","294.96","311.71","302.66","7869.12","5.52","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2427","GTY029 25C 5 (cropped)","Mito","13","0.0155","608","683","634.62","8250","22.95","637.75","690.56","660.57","8587.4","13.87","239","282","256.62","3336","12.18","294.51","313.58","303.21","3941.69","4.62","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2428","GTY029 25C 5 (cropped)","Mito","11","0.0131","576","692","645.82","7104","27.95","605.49","702.22","652.43","7176.76","32.33","233","282","261.09","2872","12.87","293.92","309.59","301.85","3320.35","4.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2429","GTY029 25C 5 (cropped)","Mito","44","0.0524","579","689","639.11","28121","29.51","558.3","667.08","605.78","26654.26","26.1","241","290","260.16","11447","11.48","294.41","340.69","307.08","13511.73","11.91","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2430","GTY029 25C 5 (cropped)","Mito","65","0.0774","574","757","654.46","42540","31.44","549.82","747.6","641.93","41725.66","49.09","235","292","258.46","16800","12.8","293.8","322.41","305.17","19836.25","7.54","2178","2247","2210","28730","21.32","2755","2903","2821.23","36676","41.73","N/A","N/A"
"Mito 2431","GTY029 25C 5 (cropped)","Mito","35","0.0417","576","709","651.91","22817","27.54","629.99","711.17","673.4","23569.1","21.09","240","283","259.69","9089","10.21","293.94","321.91","304.42","10654.84","7.24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2432","GTY029 25C 5 (cropped)","Mito","13","0.0155","623","709","654.54","8509","25.02","655.34","723.01","697.59","9068.67","19.92","239","288","261.69","3402","15.08","293.73","316.5","302.48","3932.21","6.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2433","GTY029 25C 5 (cropped)","Mito","18","0.0214","635","729","665.5","11979","26.49","643.16","785.85","739.4","13309.24","32.96","234","274","256.72","4621","10.75","295.73","316.44","302.17","5439.06","7.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2434","GTY029 25C 5 (cropped)","Mito","15","0.0179","592","666","630.73","9461","21.86","615.66","718.51","662.21","9933.09","30.23","244","274","258.93","3884","8.21","294.03","315.52","302.99","4544.78","6.71","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2435","GTY029 25C 5 (cropped)","Mito","10","0.0119","600","696","646.2","6462","27.95","658.57","738.03","690.86","6908.57","26.38","243","283","260.6","2606","11.38","294.18","306.78","301.58","3015.78","4.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2436","GTY029 25C 5 (cropped)","Mito","11","0.0131","596","694","639.36","7033","29.91","613.35","715.21","663.49","7298.43","30.82","241","273","258.91","2848","9.09","294.88","307.62","300.36","3304","3.14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2437","GTY029 25C 5 (cropped)","Mito","12","0.0143","608","693","650.5","7806","24.96","635.6","754.93","695.85","8350.22","40.19","235","302","255.33","3064","19.06","293.85","307.32","299.59","3595.1","4.41","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2438","GTY029 25C 5 (cropped)","Mito","27","0.0321","564","693","630.89","17034","26.13","550.05","692.63","627.36","16938.61","36.05","230","279","256.96","6938","11.22","293.81","315.44","303.6","8197.15","6.24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2439","GTY029 25C 5 (cropped)","Mito","14","0.0167","580","687","625.07","8751","30.66","644.05","679.48","659.75","9236.45","11.49","226","285","263.14","3684","16.9","295.32","314.95","302.68","4237.53","6.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2440","GTY029 25C 5 (cropped)","Mito","41","0.0488","600","717","655.85","26890","26.36","623.76","763.32","687.99","28207.4","34.32","234","295","260.1","10664","13.62","294.01","328.24","303.9","12460.06","9.63","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2441","GTY029 25C 5 (cropped)","Mito","12","0.0143","581","676","637.5","7650","24.81","594.21","740.82","636.11","7633.27","40.93","235","272","256.75","3081","13.19","294.71","305.06","298.7","3584.35","3.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2442","GTY029 25C 5 (cropped)","Mito","26","0.031","590","735","654.27","17011","29.37","620.68","747.75","691.29","17973.44","38.81","230","283","258.65","6725","11.5","295.5","319.5","305.67","7947.48","7.31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2443","GTY029 25C 5 (cropped)","Mito","28","0.0333","600","698","645.43","18072","20.87","598.03","732.41","675.7","18919.46","36.17","241","284","260.32","7289","12.69","294.9","340.7","308.57","8639.97","12.52","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2444","GTY029 25C 5 (cropped)","Mito","46","0.0548","588","720","649.72","29887","29.91","593.92","767.44","655.11","30134.91","37.87","239","286","258.8","11905","12.12","294.97","324.99","307.97","14166.8","9.33","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2445","GTY029 25C 5 (cropped)","Mito","12","0.0143","609","692","641.33","7696","22.17","612.86","716.53","659.49","7913.84","31.58","241","279","259.92","3119","12.57","296.84","305.42","300.89","3610.65","2.65","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2446","GTY029 25C 5 (cropped)","Mito","13","0.0155","620","686","650.62","8458","17.16","663.83","703.55","681.04","8853.46","13.69","244","284","259.69","3376","11.05","294.39","303.86","297.94","3873.27","2.71","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2447","GTY029 25C 5 (cropped)","Mito","15","0.0179","583","685","639.53","9593","31.19","627.01","743.82","668.79","10031.91","34.65","229","281","257.33","3860","12.69","294.54","328.66","307.15","4607.31","10.54","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2448","GTY029 25C 5 (cropped)","Mito","65","0.0774","583","731","662.15","43040","31.22","635.6","770.33","697.99","45369.1","28.54","223","287","259.69","16880","13.09","294.06","335.86","305.4","19850.77","10.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2449","GTY029 25C 5 (cropped)","Mito","29","0.0345","569","708","647.93","18790","30","618.76","691.07","663.08","19229.43","19.39","237","283","260.17","7545","12.55","295.17","341.29","310.64","9008.42","11.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2450","GTY029 25C 5 (cropped)","Mito","16","0.0191","599","725","655.19","10483","35.34","606.13","690.08","652.2","10435.25","26.08","232","277","259.94","4159","13.29","294.8","317.23","303.15","4850.44","6.35","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2451","GTY029 25C 5 (cropped)","Mito","12","0.0143","596","674","637.33","7648","22.35","631.21","703.1","668.72","8024.59","22.48","247","281","264.08","3169","9.3","294.41","307.8","299.84","3598.02","4.87","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2452","GTY029 25C 5 (cropped)","Mito","54","0.0643","588","760","647.56","34968","31.46","598.41","738.37","669.67","36162.34","29.04","235","301","260.63","14074","13.84","294.14","335.17","309.17","16695.06","12.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2453","GTY029 25C 5 (cropped)","Mito","25","0.0298","584","686","631.04","15776","28.27","596.48","688.42","644.95","16123.67","24.6","246","282","262.24","6556","10.16","294.62","329.69","305.48","7636.9","10.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2454","GTY029 25C 5 (cropped)","Mito","16","0.0191","609","695","648.56","10377","24.83","577.69","709.63","650.72","10411.56","39.34","235","280","258.75","4140","13.86","293.8","313.25","302.45","4839.14","5.73","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2455","GTY029 25C 5 (cropped)","Mito","16","0.0191","590","674","641.5","10264","19.31","660.12","728.28","697.85","11165.53","18.67","231","283","257.31","4117","12.64","293.79","313.19","301.57","4825.07","5.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2456","GTY029 25C 5 (cropped)","Mito","14","0.0167","601","684","646.57","9052","22.21","640.48","717.2","687.24","9621.41","25.97","237","277","261.5","3661","11.64","294.89","322.71","306.97","4297.57","8.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2457","GTY029 25C 5 (cropped)","Mito","10","0.0119","595","676","635.9","6359","23.99","596.6","662.06","625.64","6256.36","20.64","238","273","257.2","2572","11.42","294.14","305.85","298.99","2989.89","3.47","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2458","GTY029 25C 5 (cropped)","Mito","23","0.0274","579","687","630.83","14509","29","588.97","667.15","632.53","14548.12","21.07","235","280","254.83","5861","10.92","293.82","310.65","298.77","6871.71","4.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2459","GTY029 25C 5 (cropped)","Mito","10","0.0119","609","675","646","6460","25.32","648.14","701.73","671.56","6715.61","16.32","247","282","262.4","2624","10.68","298.53","325.74","308.69","3086.86","8.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2460","GTY029 25C 5 (cropped)","Mito","16","0.0191","578","727","646.75","10348","38.28","622.46","684.3","651.58","10425.32","19.97","242","295","263.5","4216","12.02","297.5","326.04","309.08","4945.24","7.79","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2461","GTY029 25C 5 (cropped)","Mito","11","0.0131","587","679","633","6963","26.91","637.68","697.51","664.53","7309.88","18.83","242","272","261.45","2876","10.04","294.12","310.9","301.6","3317.64","5.76","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2462","GTY029 25C 5 (cropped)","Mito","23","0.0274","590","733","657.52","15123","41.55","621.63","748.81","677.8","15589.43","37.73","229","291","258.96","5956","15.9","293.84","308.63","300.39","6909.01","4.05","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2463","GTY029 25C 5 (cropped)","Mito","20","0.0238","609","742","648.25","12965","32.51","600.53","707.34","638.24","12764.8","27.2","222","293","262.7","5254","16.65","294.57","330.38","309.92","6198.45","11.71","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2464","GTY029 25C 5 (cropped)","Mito","10","0.0119","582","708","654.4","6544","43.51","651.98","689.66","672.91","6729.09","13.13","229","287","257.3","2573","16.83","294.06","308.49","301.72","3017.2","5.43","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2465","GTY029 25C 5 (cropped)","Mito","12","0.0143","569","673","622.42","7469","29.6","572.38","628.52","603.75","7244.97","17.05","237","270","255.17","3062","8.79","293.85","310.39","300.63","3607.53","5.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2466","GTY029 25C 5 (cropped)","Mito","16","0.0191","596","740","660.69","10571","38.06","622.12","737.53","670.82","10733.19","39.71","245","287","261","4176","12.36","295.62","321.3","308.04","4928.71","8.06","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2467","GTY029 25C 5 (cropped)","Mito","26","0.031","587","709","651","16926","31.27","616.79","760.79","691.93","17990.26","41.8","221","287","257.12","6685","13.47","293.94","322.2","305.01","7930.28","8.22","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2468","GTY029 25C 5 (cropped)","Mito","33","0.0393","571","693","643.76","21244","35.4","548.92","757.32","641.95","21184.43","54.52","228","299","259.52","8564","14.4","293.9","329.06","303.47","10014.57","8.47","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2469","GTY029 25C 5 (cropped)","Mito","26","0.031","583","705","641.42","16677","27.16","566.39","704.79","631.29","16413.66","35.08","243","281","261.73","6805","9.4","293.96","317.06","304.42","7914.88","7.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2470","GTY029 25C 5 (cropped)","Mito","10","0.0119","623","684","649.6","6496","19.03","676.84","735.09","710.3","7103.03","19.49","233","281","261.9","2619","15.93","294.07","311.33","301.3","3012.98","5.49","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2471","GTY029 25C 5 (cropped)","Mito","30","0.0357","557","689","628.17","18845","29.23","556.84","668.59","608.86","18265.72","32.96","232","292","257.3","7719","11.34","293.92","320.66","305.08","9152.34","7.58","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2472","GTY029 25C 5 (cropped)","Mito","29","0.0345","595","731","652.31","18917","28.81","583.88","722.98","655.92","19021.6","40.16","232","292","261.24","7576","12.84","294.13","319.39","303.84","8811.4","6.71","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2473","GTY029 25C 5 (cropped)","Mito","16","0.0191","603","725","663.06","10609","33.72","635.06","803.58","728.98","11663.7","51.06","232","283","255.94","4095","14.26","294.17","316.74","302.78","4844.53","6.88","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2474","GTY029 25C 5 (cropped)","Mito","30","0.0357","577","680","635.63","19069","24.72","589.21","693.31","638.12","19143.59","27.72","239","281","259.63","7789","9.55","294.78","320.84","303.15","9094.59","6.97","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2475","GTY029 25C 5 (cropped)","Mito","44","0.0524","563","724","648.05","28514","31.62","618.53","708.91","654.87","28814.26","22.69","224","293","260.41","11458","13.9","294.14","339.17","307.36","13524.05","11.22","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2476","GTY029 25C 5 (cropped)","Mito","17","0.0202","581","695","644.24","10952","26.14","603.89","691.67","637.71","10841.1","22.26","234","283","260.82","4434","13.1","296.68","331.17","308.77","5249.01","11.34","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2477","GTY029 25C 5 (cropped)","Mito","19","0.0226","583","705","641.74","12193","27.66","603.22","713.08","657.02","12483.44","34.17","232","291","258.68","4915","13.85","294.27","320.49","304.41","5783.8","8.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2478","GTY029 25C 5 (cropped)","Mito","17","0.0202","587","686","636","10812","27.67","563.16","733.85","647.85","11013.39","57.18","233","286","256.18","4355","12.5","295.11","304.65","298.74","5078.61","2.46","2261","2261","2261","2261","0","2738","2738","2738","2738","0","N/A","N/A"
"Mito 2479","GTY029 25C 5 (cropped)","Mito","23","0.0274","600","688","647.87","14901","26.77","616.31","712.73","648.29","14910.76","27.69","242","278","260.61","5994","10.91","294.16","311.98","301.89","6943.5","5.28","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2480","GTY029 25C 5 (cropped)","Mito","23","0.0274","606","706","653.87","15039","27.21","632.99","715.53","672.45","15466.38","21.86","247","285","258.17","5938","8.18","293.72","313.61","300.55","6912.65","5.45","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2481","GTY029 25C 5 (cropped)","Mito","15","0.0179","592","701","649.73","9746","27.92","643.71","686.27","663.29","9949.28","13.6","232","308","260.47","3907","17.53","294.01","321.63","303.49","4552.32","7.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2482","GTY029 25C 5 (cropped)","Mito","12","0.0143","568","675","625.58","7507","33.85","543.78","650.56","599.09","7189.02","41.45","234","285","258.67","3104","13.04","294.83","308.83","301.86","3622.31","4.57","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2483","GTY029 25C 5 (cropped)","Mito","16","0.0191","609","693","652.94","10447","19.66","626.96","689.41","656.26","10500.19","17.02","241","291","256.19","4099","12.76","294.21","311.12","301.07","4817.1","4.56","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2484","GTY029 25C 5 (cropped)","Mito","33","0.0393","605","708","656.58","21667","25.23","566.92","722.16","661.5","21829.59","37.41","229","284","257.73","8505","14.22","293.76","328.96","304.64","10053.11","9.78","2219","2219","2219","2219","0","2834","2834","2834","2834","0","N/A","N/A"
"Mito 2485","GTY029 25C 5 (cropped)","Mito","13","0.0155","583","690","628.31","8168","32.14","578.26","640.52","606.25","7881.27","19.33","234","277","257.54","3348","12.28","294.29","308.28","301.37","3917.84","4.52","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2486","GTY029 25C 5 (cropped)","Mito","11","0.0131","589","693","636.09","6997","33.22","602.71","740.4","645.34","7098.74","39.41","236","286","256.82","2825","14.42","297.01","309.46","301.93","3321.27","4.02","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2487","GTY029 25C 5 (cropped)","Mito","21","0.025","599","706","649.81","13646","29.48","622.7","710.3","665.03","13965.65","27.3","232","283","259.38","5447","13.07","293.9","324.13","307.77","6463.15","9.93","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2488","GTY029 25C 5 (cropped)","Mito","26","0.031","588","705","640.5","16653","31.46","587.19","693.37","643.58","16733.17","27.37","232","293","261.27","6793","16.06","294.95","328.64","308.61","8023.93","9.02","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2489","GTY029 25C 5 (cropped)","Mito","11","0.0131","592","659","633.45","6968","19.5","593.34","665.83","619.5","6814.48","20.36","230","288","262","2882","15.68","294.62","318.3","302.59","3328.49","6.99","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2490","GTY029 25C 5 (cropped)","Mito","15","0.0179","600","710","653.73","9806","28.7","620.11","678.21","647.98","9719.74","14.69","242","298","258.27","3874","13.18","295.52","320.59","304.68","4570.15","7.78","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2491","GTY029 25C 5 (cropped)","Mito","24","0.0286","589","683","637.63","15303","26.27","604.07","674.66","646.36","15512.65","21.51","235","282","258.75","6210","12.2","294.06","317.39","302.91","7269.83","6.28","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2492","GTY029 25C 5 (cropped)","Mito","12","0.0143","580","678","641.58","7699","32.49","570.1","717.03","643.9","7726.84","35.64","224","288","256.92","3083","17.65","294.79","315.45","303.28","3639.41","7.81","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2493","GTY029 25C 5 (cropped)","Mito","19","0.0226","567","694","639.37","12148","30.57","621.07","720.66","683.15","12979.84","30.08","229","289","264.53","5026","13.92","295.14","315.77","303.07","5758.38","6.16","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2494","GTY029 25C 5 (cropped)","Mito","29","0.0345","569","711","641.34","18599","25.92","604.06","736.59","656.95","19051.69","32.04","230","296","259.07","7513","16.91","294.19","327.4","303.42","8799.24","9.54","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Mito 2495","GTY029 25C 5 (cropped)","Mito","10","0.0119","604","669","640.9","6409","19.72","624.12","691.32","656.66","6566.58","19.55","246","269","259.8","2598","7.29","294.87","299.59","297.54","2975.4","1.57","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
