
"Name","Item Name","Population","Voxel Count","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Number of contained Mito","Compartment Whole cells ID"
"Whole cells prelim 74","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","777.83","777.83","777.83","777.83","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 75","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","730.09","730.09","730.09","730.09","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 76","GTY029 25C","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","757.06","795.59","781.21","2343.64","17.18","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 77","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","698.45","698.45","698.45","698.45","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 78","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","726.87","726.87","726.87","726.87","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 79","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","691.11","693.24","692.17","1384.35","1.06","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 80","GTY029 25C","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","713.68","718.63","716.71","2150.14","2.17","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 81","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","640.04","648.2","644.12","1288.24","4.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 82","GTY029 25C","Whole cells prelim","5","0.00595","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","719.58","818.69","779.94","3899.71","33.29","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 83","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","598.57","598.57","598.57","598.57","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 84","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","643.13","643.13","643.13","643.13","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 85","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","708.53","708.53","708.53","708.53","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 86","GTY029 25C","Whole cells prelim","76055","90.56","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","431.31","3006.91","911.72","69340576","221.21","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 87","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","649.41","649.41","649.41","649.41","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 88","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","843.18","881.66","862.42","1724.84","19.24","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 89","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","651.61","651.61","651.61","651.61","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 90","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","655.55","655.55","655.55","655.55","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 91","GTY029 25C","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","724.36","760.15","746.08","2238.23","15.58","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 92","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","683.56","683.56","683.56","683.56","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 93","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","676.07","676.07","676.07","676.07","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 94","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","687.55","687.55","687.55","687.55","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 95","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","636.37","636.37","636.37","636.37","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 96","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","734.78","761.74","748.26","1496.52","13.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 97","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","776.4","795.88","786.14","1572.28","9.74","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 98","GTY029 25C","Whole cells prelim","7","0.00833","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","720.25","798.94","770.87","5396.12","26.29","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 99","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","688.09","723.43","705.76","1411.52","17.67","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 100","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","698.36","698.36","698.36","698.36","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 101","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","649.66","649.66","649.66","649.66","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 102","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","728.27","728.27","728.27","728.27","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 103","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","706.86","763.99","735.43","1470.85","28.57","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 104","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","737.23","745.42","741.32","1482.65","4.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 105","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","657.25","704.24","680.74","1361.49","23.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 106","GTY029 25C","Whole cells prelim","5","0.00595","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","575.7","726.32","631.36","3156.82","53.46","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 107","GTY029 25C","Whole cells prelim","5","0.00595","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","672.39","696.8","687.72","3438.62","8.41","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 108","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","633.08","633.08","633.08","633.08","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 109","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","688.86","722.47","705.66","1411.33","16.81","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 110","GTY029 25C","Whole cells prelim","7","0.00833","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","645.49","710.99","679.03","4753.23","20.87","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 111","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","682.02","682.02","682.02","682.02","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 112","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","701.29","701.29","701.29","701.29","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 113","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","680.46","680.46","680.46","680.46","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 114","GTY029 25C","Whole cells prelim","12","0.0143","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","603.9","732.68","667.12","8005.43","40.64","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 115","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","729.39","729.39","729.39","729.39","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 116","GTY029 25C","Whole cells prelim","5","0.00595","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","636.2","735.15","695.8","3478.99","38.15","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 117","GTY029 25C","Whole cells prelim","6","0.00714","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","708.1","748.39","733.51","4401.08","16.45","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 118","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","617.85","617.85","617.85","617.85","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 119","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","738.87","757.06","747.97","1495.93","9.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 120","GTY029 25C","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","614.49","668.21","635.05","1905.16","23.67","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 121","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","582.76","582.76","582.76","582.76","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 122","GTY029 25C","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","616.98","671.51","648.55","1945.66","23.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 123","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","687.16","687.16","687.16","687.16","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 124","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","710.99","710.99","710.99","710.99","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 125","GTY029 25C","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","592.28","646.62","615.91","1847.73","22.74","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 126","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","619.46","619.46","619.46","619.46","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 127","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","606.9","606.9","606.9","606.9","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 128","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","725.87","725.87","725.87","725.87","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 129","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","717.14","717.14","717.14","717.14","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 130","GTY029 25C","Whole cells prelim","6","0.00714","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","539.54","650.2","610.17","3661.05","38.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 131","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","722.26","722.26","722.26","722.26","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 132","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","616.92","616.92","616.92","616.92","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 133","GTY029 25C","Whole cells prelim","17","0.0202","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","621.79","712.39","672.75","11436.74","28.27","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 134","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","696.13","705.51","700.82","1401.65","4.69","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 135","GTY029 25C","Whole cells prelim","3","0.00357","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","658.68","705.42","679.92","2039.76","19.32","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 136","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","684.04","684.04","684.04","684.04","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 137","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","666","711.89","688.95","1377.89","22.94","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 138","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","604.24","604.24","604.24","604.24","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 139","GTY029 25C","Whole cells prelim","2","0.00238","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","660.38","711.45","685.92","1371.83","25.53","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 140","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","658.84","658.84","658.84","658.84","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 141","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","745.99","745.99","745.99","745.99","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 142","GTY029 25C","Whole cells prelim","61953","73.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","503.75","2829.99","928.71","57536272","210.66","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 143","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","713.22","713.22","713.22","713.22","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells prelim 144","GTY029 25C","Whole cells prelim","1","0.00119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","824.64","824.64","824.64","824.64","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Whole cells 1","GTY029 25C","Whole cells","69451","82.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","488.01","2640.19","926.09","64317656","212.42","N/A","N/A","N/A","N/A","N/A","4","N/A"
"Whole cells 2","GTY029 25C","Whole cells","149809","178.38","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","411.22","28711.75","895.22","1.34e+08","281.87","N/A","N/A","N/A","N/A","N/A","12","N/A"
"Whole cells 3","GTY029 25C","Whole cells","230909","274.94","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","334.56","5500.7","949.57","2.19e+08","278.27","N/A","N/A","N/A","N/A","N/A","15","N/A"
"Whole cells 4","GTY029 25C","Whole cells","76055","90.56","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","431.31","3006.91","911.72","69340576","221.21","N/A","N/A","N/A","N/A","N/A","11","N/A"
"Whole cells 5","GTY029 25C","Whole cells","61953","73.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","503.75","2829.99","928.71","57536272","210.66","N/A","N/A","N/A","N/A","N/A","4","N/A"
"Mito 1","GTY029 25C","Mito","17","0.0202","752","857","803.41","13658","31.82","454","545","498.35","8472","24.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","769.47","826.74","799.91","13598.4","17.24","587.19","607.23","596.68","10143.55","5.49","N/A","146"
"Mito 2","GTY029 25C","Mito","117","0.139","818","993","903.5","105710","36.38","403","554","469.93","54982","25.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","781.61","1028.03","879.31","102878.88","63.23","585.57","740.23","627.98","73473.9","33.18","N/A","148"
"Mito 3","GTY029 25C","Mito","12","0.0143","811","947","871.58","10459","34.69","416","507","462.08","5545","33.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","843.17","991.15","926.36","11116.36","48.82","590.21","632.05","607.17","7286.02","11.86","N/A","148"
"Mito 4","GTY029 25C","Mito","12","0.0143","821","970","888.92","10667","41.67","387","458","415","4980","19.51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","816.88","927.18","871.41","10456.97","30.91","589.95","647.52","616.71","7400.58","20.15","N/A","147"
"Mito 5","GTY029 25C","Mito","55","0.0655","855","1011","930.13","51157","34.67","449","557","506.95","27882","25","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","930.44","1490.5","1107.52","60913.34","123.29","590.5","795.9","646.1","35535.67","53.83","N/A","148"
"Mito 6","GTY029 25C","Mito","28","0.0333","777","926","846.39","23699","32.64","378","498","437.11","12239","27.46","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","841.81","966.83","904.03","25312.86","40.14","590.39","694.81","632.55","17711.53","31.2","N/A","148"
