filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment ROIs ID,"Min (roGFP 470 (DCI: 30 its, roGFP 470))","Max (roGFP 470 (DCI: 30 its, roGFP 470))","Mean (roGFP 470 (DCI: 30 its, roGFP 470))","Sum (roGFP 470 (DCI: 30 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 30 its, roGFP 470))","Min (mCherry double (DCI: 30 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double))",Min (roGFP 470 (Red)),Max (roGFP 470 (Red)),Mean (roGFP 470 (Red)),Sum (roGFP 470 (Red)),Standard Deviation (roGFP 470 (Red)),Min (roGFP 470 (Green)),Max (roGFP 470 (Green)),Mean (roGFP 470 (Green)),Sum (roGFP 470 (Green)),Standard Deviation (roGFP 470 (Green)),Min (roGFP 470 (Blue)),Max (roGFP 470 (Blue)),Mean (roGFP 470 (Blue)),Sum (roGFP 470 (Blue)),Standard Deviation (roGFP 470 (Blue))
PSY106 clump 25C 2 01 m-25.csv,Mito 23,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.93,1712.37,985.67,827963.5,264.62,8.44,10.02,2.95,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-25.csv,Mito 24,25,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.5,2101.94,998.01,136727.44,345.97,11.23,12.47,2.99,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-25.csv,Mito 26,27,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.34,14602.37,1279.43,1997182.75,1253.35,8.18,13.63,2.58,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-25.csv,Mito 27,28,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.36,3031.48,1053.49,480389.63,372.59,9.6,14.07,2.84,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,ROIs 1,1,405.23,432,1483,646.27,220000000,72.69,204,1664,344.88,117000000,89.63,263.54,14602.37,646.8,220000000,207.83,NA,NA,NA,PSY106 clump 25C 2,ROIs,Object,9.25,17350.68,352.51,120000000,401.75,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 1,2,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.64,2890.39,986.99,249707.3,395.49,9.52,9.41,2.04,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 2,3,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.49,1561.34,850.34,333331.69,171.72,9.34,11.5,2.24,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 3,4,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758.68,923.53,842.75,24439.64,44.18,6.66,12.32,1.9,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 10,11,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.25,14602.37,1238.48,2276325.25,1193.95,8.18,13.62,2.59,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 15,16,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.37,1319.16,844.35,106387.57,148.66,6.66,4.8,2.71,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 19,20,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.57,1918.4,907.75,394870.94,229.52,6.9,5.71,2.91,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 20,21,0.0929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.24,1489.67,866.65,67598.41,198.31,6.3,5.79,3.06,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 21,22,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.12,1298.11,818.06,120254.35,141.15,7.74,7,3.07,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 22,23,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.93,1712.37,968.45,988785,265.28,8.44,10.02,2.97,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 25,26,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.57,2101.94,976.73,155300.05,345.46,11.25,12.46,3,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-35.csv,Mito 26,27,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.65,3031.48,1035.52,544681.94,362.51,9.6,14.07,2.83,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-50.csv,ROIs 1,1,405.23,432,1483,646.27,220000000,72.69,204,1664,344.88,117000000,89.63,263.54,14602.37,646.8,220000000,207.83,NA,NA,NA,PSY106 clump 25C 2,ROIs,Object,9.25,17350.68,352.51,120000000,401.75,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-50.csv,Mito 3,4,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.13,2890.39,894.7,873231.13,307.79,9.42,10.69,2.16,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-50.csv,Mito 4,5,0.0583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.71,955.68,827.16,40530.67,65.89,6.68,12.32,1.93,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-50.csv,Mito 9,10,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.96,1918.4,886.21,643387.63,214.48,6.84,5.49,2.85,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-50.csv,Mito 12,13,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.33,1712.37,940.9,1342667.75,261.06,8.45,10,2.99,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-50.csv,Mito 16,17,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.12,1298.11,812.94,163400.95,141.25,7.76,7,3.06,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-50.csv,Mito 20,21,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.24,1592.99,848.67,95051.44,216.66,6.3,5.8,3.1,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-50.csv,Mito 21,22,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.44,2181.86,983.42,219302.19,378.94,11.26,12.47,2.99,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 01 m-50.csv,Mito 22,23,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.97,14602.37,1132.65,3566729.75,979.31,8.49,13.71,2.64,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,ROIs 1,1,335.89,435,1410,657.8,186000000,72.08,213,1110,318.54,89858922,52.3,221.45,11148.93,660.23,186000000,205.71,NA,NA,NA,PSY106 clump 25C 2,ROIs,Object,24.4,9375.76,326.47,92094400,306.46,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 6,7,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.63,2096.83,1260.48,463857.5,312.7,21.28,32.41,2.36,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 10,11,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.29,2047.06,1058.57,690186.94,329.43,19.72,34.98,2.49,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 11,12,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.16,1470.19,1097.93,133947.52,150.55,22.4,36.3,2.08,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 12,13,0.0536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.49,1412.32,1048.71,47191.91,165.86,20.74,36.71,2.07,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 16,17,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.76,2328.76,1179.69,477772.66,332.22,24.43,33.65,2.29,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 17,18,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013.88,1831.68,1392.42,29240.92,228.24,25.53,39.15,2.66,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 25,26,0.0703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631.54,1577.25,1044.7,61637.35,224.96,24.68,35.81,2.93,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 28,29,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.08,1087.5,779.82,96698.03,124.99,21.31,34.88,3.15,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 29,30,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631.54,1095.65,826.08,76825.53,126.55,24.2,35.26,3.22,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-25.csv,Mito 30,31,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.57,6337.25,1324.53,806638.25,664.17,25.53,37.37,2.36,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,ROIs 1,1,335.89,435,1410,657.8,186000000,72.08,213,1110,318.54,89858922,52.3,221.45,11148.93,660.23,186000000,205.71,NA,NA,NA,PSY106 clump 25C 2,ROIs,Object,24.4,9375.76,326.47,92094400,306.46,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 4,5,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.63,2096.83,1252.15,533415.19,312.55,21.26,32.42,2.35,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 5,6,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,2047.06,1056.57,810393,337,19.72,34.98,2.49,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 6,7,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.16,1470.19,1085.08,150826.09,151.08,22.39,36.3,2.08,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 7,8,0.0774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.49,1548.65,1071.44,69643.34,178.27,20.72,36.71,2.09,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 16,17,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.48,2328.76,1184.77,630298.63,338.28,24.44,33.7,2.29,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 17,18,0.0381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013.88,1831.68,1377.09,44066.88,216.17,25.52,39.15,2.66,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 23,24,0.0917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.72,1678.45,1050.51,80889.05,241.6,24.68,35.8,2.93,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 27,28,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.08,1087.5,777.15,118127.09,127.2,21.3,34.89,3.14,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 28,29,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631.54,1263.15,836.64,92866.64,146.24,24.2,35.26,3.21,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-35.csv,Mito 29,30,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.15,6337.25,1303.55,968541.13,642.84,25.53,37.36,2.35,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-50.csv,ROIs 1,1,335.89,435,1410,657.8,186000000,72.08,213,1110,318.54,89858922,52.3,221.45,11148.93,660.23,186000000,205.71,NA,NA,NA,PSY106 clump 25C 2,ROIs,Object,24.4,9375.76,326.47,92094400,306.46,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-50.csv,Mito 5,6,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,2096.83,1102.4,1831088.25,333.92,20.31,34.2,2.43,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-50.csv,Mito 6,7,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.45,1470.19,1038.63,206687.63,180.79,22.39,36.3,2.13,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-50.csv,Mito 13,14,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.58,2328.76,1144.99,1021333.88,329.72,24.49,34.01,2.37,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-50.csv,Mito 14,15,0.0572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913.88,1875.62,1336.85,64168.73,262.83,25.53,39.16,2.69,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-50.csv,Mito 17,18,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.6,1168.92,766.7,170973.94,140.95,21.3,34.9,3.16,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-50.csv,Mito 23,24,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.1,1329.19,841.81,136373.58,164.66,24.21,35.26,3.2,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 02 m-50.csv,Mito 24,25,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.15,6337.25,1262.14,1206602.63,596.68,25.53,37.37,2.39,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 03 m-25.csv,ROIs 1,1,222.94,462,1191,657.68,123000000,64.68,216,1656,359.76,67359515,99.01,230.32,8863.36,665.74,125000000,199.02,NA,NA,NA,PSY106 clump 25C 2,ROIs,Object,1e-6,17655.02,378.81,70926872,665.87,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 03 m-25.csv,Mito 7,8,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.29,1555.68,1024.87,225471.98,163.18,76.12,50.54,2.15,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 03 m-25.csv,Mito 8,9,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675.6,1297.34,948.57,39839.73,164.77,76.36,52.73,2.11,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 03 m-25.csv,Mito 14,15,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.55,2550.08,1196.73,1045938.06,384.7,72.23,49.34,2.88,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 25C 2 03 m-25.csv,Mito 15,16,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.14,1733.61,900.17,97218.78,287.67,73.22,50.54,2.5,PSY106 clump 25C 2,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
