filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Number of contained Mito,Compartment ROIs ID,"Min (roGFP 470 (DCI: 30 its, roGFP 470))","Max (roGFP 470 (DCI: 30 its, roGFP 470))","Mean (roGFP 470 (DCI: 30 its, roGFP 470))","Sum (roGFP 470 (DCI: 30 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 30 its, roGFP 470))","Min (mCherry double (DCI: 30 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double))",Min (roGFP 470 (Red)),Max (roGFP 470 (Red)),Mean (roGFP 470 (Red)),Sum (roGFP 470 (Red)),Standard Deviation (roGFP 470 (Red)),Min (roGFP 470 (Green)),Max (roGFP 470 (Green)),Mean (roGFP 470 (Green)),Sum (roGFP 470 (Green)),Standard Deviation (roGFP 470 (Green)),Min (roGFP 470 (Blue)),Max (roGFP 470 (Blue)),Mean (roGFP 470 (Blue)),Sum (roGFP 470 (Blue)),Standard Deviation (roGFP 470 (Blue))
PSY106 clump 36C 5 01 m-35.csv,Mito 15,16,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.71,831.35,649.02,142784.61,81.69,20.75,45.9,2.01,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,Mito 28,29,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.33,958.58,624.57,1221660.75,104.03,18.12,45.48,2.34,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,Mito 40,41,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.73,909.54,596.01,230656.75,92.65,21.03,44.36,3.43,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-35.csv,Mito 68,69,0.0202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.78,642.21,582.55,9903.32,37.55,19.81,42.52,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,ROIs 1,1,217.24,406,715,546.2,99653862,35.01,218,758,314.05,57297687,37.06,245.79,1171.48,546.46,99700464,88.4,NA,NA,NA,PSY106 clump 36C 5,ROIs,Object,75.15,7542.86,319.7,58328560,171.18,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 19,20,0.0679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.43,866.08,641.54,36567.58,77.91,16.41,43.47,1.14,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 39,40,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.38,658.1,581.99,8729.92,47.25,21.78,44.13,2.1,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 52,53,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.17,658.34,559.79,5597.92,69.63,19.37,43.34,3.45,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 57,58,0.0202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.52,508.95,470.28,7994.83,28.72,18.52,43.16,4.98,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 58,59,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.83,667.63,553.14,16040.94,61.3,18.84,44.56,4.71,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 65,66,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,657.66,532.75,11187.66,53.51,19.63,45.34,5.2,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 68,69,0.0476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.08,691.53,582.96,23318.36,55.66,19.26,43.59,5.81,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 69,70,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.99,1131.25,604.67,6204550,99.94,18,42.95,2.5,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 70,71,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.8,668.88,589.38,8251.34,42.11,20.84,43.76,5.49,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 71,72,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.62,737.18,612.68,101091.8,55.19,20.64,45.9,5.82,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 81,82,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.85,658.78,587.92,6467.16,45.08,17.35,44.05,5.97,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 82,83,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.03,649.93,563.84,6202.25,59.26,17.77,44.16,5.92,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 84,85,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.1,1004.91,617.46,2530953.5,82.27,20.8,44.73,2.58,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 85,86,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.22,659.39,602.88,13866.26,25.79,20.44,45.38,5.87,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 123,124,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.21,649.93,588.66,12361.82,43.49,16.21,41.63,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 126,127,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.8,653.34,585.57,8783.55,32.02,18.43,41.9,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 128,129,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.33,621.99,562.79,7316.29,43.6,19.22,41.82,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 133,134,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.72,772.15,670.27,10054.1,61.38,16.61,42.48,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 134,135,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.67,778.52,634.34,22836.16,64.31,20.7,42.73,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 140,141,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.99,752.99,614.02,52805.4,55.16,17.16,43.15,5.97,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 141,142,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.96,734.24,624.98,14999.42,60.99,15.51,42.88,5.98,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 148,149,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.46,666.62,613.04,14712.94,30.59,15.31,43.28,5.99,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 150,151,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.69,644.34,551.92,6623.04,43.47,21.23,43.48,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 151,152,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.57,759.47,616.33,9861.25,58.34,21.72,43.49,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 155,156,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.41,842.36,700.94,9112.16,73.24,16.67,43.81,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 161,162,0.0572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.38,766.78,653.92,31388.07,49.74,17.24,44.49,5.99,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 162,163,0.0881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.75,793.26,632.93,46837.09,54.17,19.09,44.55,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-50.csv,Mito 165,166,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.33,958.58,601.95,2361456.5,98.7,18.11,45.46,2.89,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,ROIs 1,1,296.28,411,732,555.76,138000000,36.89,211,598,308.05,76652120,36.06,248.81,1249.23,553.75,138000000,92.21,NA,NA,NA,PSY106 clump 36C 5,ROIs,Object,116.63,3560.95,309.97,77128304,140.18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,Mito 3,4,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.26,1247.47,643.55,782554.38,107.5,37.77,46.01,2.07,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,Mito 13,14,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.47,872.98,650,115049.72,71.33,37.13,47.73,1.57,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,Mito 17,18,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.89,1109.13,632.83,1009361.81,122.7,36.21,43.7,2.39,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,Mito 43,44,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.74,889.42,547.16,350182.06,85.89,37.75,48.16,3.41,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,Mito 44,45,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.84,771.64,571.2,109670.03,93.37,39.72,47.6,3.37,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,Mito 47,48,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.58,1006.47,620.22,1749025,96.61,38.44,50.65,2.54,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,Mito 48,49,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.54,668.54,630.55,8197.17,41.08,39.64,50.28,5.95,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-25.csv,Mito 49,50,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.24,719.12,645.12,7096.35,48.31,39,50.68,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,ROIs 1,1,296.28,411,732,555.76,138000000,36.89,211,598,308.05,76652120,36.06,248.81,1249.23,553.75,138000000,92.21,NA,NA,NA,PSY106 clump 36C 5,ROIs,Object,116.63,3560.95,309.97,77128304,140.18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,Mito 2,3,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.62,1247.47,639.54,1048839.75,104.71,37.76,45.96,2.03,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,Mito 16,17,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.72,873.65,646.33,239787.2,69.02,37.14,47.76,1.54,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,Mito 21,22,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.77,1109.13,631.16,1256640,120.9,36.23,43.7,2.37,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,Mito 42,43,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.84,771.64,563.77,134742.19,101.2,39.72,47.6,3.38,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,Mito 47,48,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.74,889.42,544.88,421189.69,86.16,37.74,48.17,3.42,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,Mito 48,49,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.13,1006.47,620.12,2337234.5,96.26,38.44,50.64,2.48,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,Mito 54,55,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.55,804.54,611.64,137007.84,68.54,39.24,50.47,5.87,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-35.csv,Mito 69,70,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.92,774.9,665.54,8651.98,56.88,38.81,51.03,6,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,ROIs 1,1,296.28,411,732,555.76,138000000,36.89,211,598,308.05,76652120,36.06,248.81,1249.23,553.75,138000000,92.21,NA,NA,NA,PSY106 clump 36C 5,ROIs,Object,116.63,3560.95,309.97,77128304,140.18,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,Mito 7,8,0.0202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.82,670.39,616.02,10472.27,33.88,37.52,44.69,0.829,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,Mito 10,11,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.82,1247.47,632.8,1782599,101.59,37.74,45.87,1.94,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,Mito 12,13,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.16,873.65,634.58,577469.13,65.8,37.18,47.8,1.46,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,Mito 22,23,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.29,749.57,672.92,14131.25,49.61,38.01,47.2,1.53,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,Mito 41,42,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.27,1109.13,616.05,2008928.88,119.53,36.22,43.7,2.31,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,Mito 42,43,0.0929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.6,814.19,687.79,53647.31,71.55,38.31,48.38,2.03,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,Mito 43,44,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.93,894.63,747.04,8217.48,72.73,37.91,48.77,2.29,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,Mito 46,47,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.84,891.72,566.54,218684.47,108.48,39.74,47.6,3.34,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSY106 clump 36C 5 03 m-50.csv,Mito 56,57,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.42,606.23,491.63,5899.61,66.16,37.01,43.97,4.65,PSY106 clump 36C 5,Mito,Object,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
