Time [s],Index,X Coord [µm],Y Coord [µm],Z Coord [µm],Ti ZDrive [µm],NIDAQ Piezo Z (name: Piezo Z) [µm],PFS Offset,Camera Temperature [°C],Exposure Time [ms],PFS Status
718.4897,16345,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
718.5332,16346,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
718.5767,16347,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
718.6202,16348,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
718.6637,16349,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
718.7072,16350,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
718.7507,16351,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
718.7942,16352,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
718.8377,16353,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
718.8812,16354,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
718.9246,16355,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
718.9681,16356,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.0116,16357,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.0551,16358,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.0986,16359,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.1421,16360,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.1856,16361,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.2291,16362,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.2726,16363,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.3161,16364,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.3596,16365,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.4031,16366,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.4466,16367,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.4901,16368,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.5336,16369,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.5771,16370,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.6206,16371,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.6641,16372,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.7076,16373,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.7511,16374,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
719.7945,16375,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
719.838,16376,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
719.8815,16377,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
719.925,16378,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
719.9685,16379,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.012,16380,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.0555,16381,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.099,16382,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.1425,16383,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.186,16384,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.2295,16385,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.273,16386,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.3165,16387,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.36,16388,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.4035,16389,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.447,16390,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.4905,16391,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.534,16392,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.5775,16393,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.621,16394,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.6645,16395,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.7079,16396,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.7514,16397,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
720.7949,16398,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.8384,16399,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.8819,16400,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
720.9631,16401,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
721.0066,16402,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
721.0501,16403,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.0936,16404,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.1371,16405,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.1806,16406,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.2241,16407,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.2676,16408,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.3111,16409,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.3546,16410,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.3981,16411,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.4416,16412,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.4851,16413,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.5286,16414,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.5721,16415,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.6155,16416,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.659,16417,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.7025,16418,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.746,16419,6917.8,-177.1,2758.25,2808.25,50,8159,-70,20,1
721.7895,16420,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
721.833,16421,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
721.8765,16422,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
721.92,16423,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
721.9635,16424,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.007,16425,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.0505,16426,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.094,16427,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.1375,16428,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.181,16429,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.2245,16430,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.268,16431,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.3115,16432,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.355,16433,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.3985,16434,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.442,16435,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.4854,16436,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.5289,16437,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.5724,16438,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.6159,16439,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.6594,16440,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.7029,16441,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.7464,16442,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.7899,16443,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.8334,16444,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.8769,16445,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.9204,16446,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
722.9639,16447,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
723.0074,16448,6917.8,-177.2,2758.25,2808.25,50,8159,-70,20,1
723.0509,16449,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.0944,16450,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.1379,16451,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.1814,16452,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.2249,16453,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.2684,16454,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.3119,16455,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.3553,16456,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.3988,16457,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.4423,16458,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.4858,16459,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.5293,16460,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.5728,16461,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.6163,16462,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.6598,16463,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.7033,16464,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
723.7468,16465,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.7903,16466,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.8338,16467,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.8773,16468,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.9208,16469,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
723.9643,16470,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.0078,16471,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.0513,16472,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.0948,16473,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.1383,16474,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.1818,16475,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.2252,16476,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.2687,16477,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.3122,16478,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.3557,16479,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.3992,16480,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.4781,16481,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.5215,16482,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.565,16483,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.6085,16484,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.652,16485,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.6955,16486,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.739,16487,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
724.7825,16488,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
724.826,16489,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
724.8695,16490,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
724.913,16491,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
724.9565,16492,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
725,16493,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
725.0435,16494,6917.8,-177.1,2758.2,2808.2,50,8159,-70,20,1
725.087,16495,6917.8,-177.1,2758.2,2808.2,50,8159,-70,20,1
725.1305,16496,6917.8,-177.1,2758.2,2808.2,50,8159,-70,20,1
725.174,16497,6917.8,-177.1,2758.2,2808.2,50,8159,-70,20,1
725.2175,16498,6917.8,-177.1,2758.2,2808.2,50,8159,-70,20,1
725.261,16499,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.3045,16500,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.348,16501,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.3914,16502,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.4349,16503,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.4784,16504,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.5219,16505,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.5654,16506,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.6089,16507,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.6524,16508,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.6959,16509,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.7394,16510,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.7829,16511,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.8264,16512,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.8699,16513,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.9134,16514,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
725.9569,16515,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
726.0004,16516,6917.8,-177.2,2758.2,2808.2,50,8159,-70,20,1
726.0439,16517,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.0874,16518,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.1309,16519,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.1744,16520,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.2179,16521,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.2613,16522,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.3048,16523,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.3483,16524,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.3918,16525,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.4353,16526,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.4788,16527,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.5223,16528,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.5658,16529,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.6093,16530,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.6528,16531,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.6963,16532,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
726.7398,16533,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
726.7833,16534,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
726.8268,16535,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
726.8703,16536,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
726.9138,16537,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
726.9573,16538,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.0008,16539,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.0443,16540,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.0878,16541,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.1313,16542,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.1747,16543,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.2182,16544,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.2617,16545,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.3052,16546,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.3487,16547,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.3922,16548,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.4357,16549,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.4792,16550,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.5227,16551,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.5662,16552,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.6097,16553,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.6532,16554,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.6967,16555,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.7402,16556,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.7837,16557,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.8272,16558,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.8707,16559,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.9142,16560,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
727.9942,16561,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.0377,16562,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.0812,16563,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.1247,16564,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.1682,16565,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.2117,16566,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.2552,16567,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.2987,16568,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.3422,16569,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.3857,16570,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.4292,16571,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.4727,16572,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.5162,16573,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.5597,16574,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.6032,16575,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.6467,16576,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.6902,16577,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.7337,16578,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
728.7772,16579,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.8206,16580,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.8641,16581,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.9076,16582,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.9511,16583,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
728.9946,16584,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.0381,16585,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.0816,16586,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.1251,16587,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.1686,16588,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.2121,16589,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.2556,16590,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.2991,16591,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.3426,16592,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.3861,16593,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.4296,16594,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.4731,16595,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.5166,16596,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.5601,16597,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.6036,16598,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.6471,16599,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.6905,16600,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.734,16601,6917.8,-177.1,2758.225,2808.225,50,8159,-70,20,1
729.7775,16602,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
729.821,16603,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
729.8645,16604,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
729.908,16605,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
729.9515,16606,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
729.995,16607,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
730.0385,16608,6917.8,-177.2,2758.225,2808.225,50,8159,-70,20,1
730.082,16609,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
730.1255,16610,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
730.169,16611,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
730.2125,16612,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
730.256,16613,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.2995,16614,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.343,16615,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.3865,16616,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.43,16617,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.4735,16618,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.517,16619,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.5604,16620,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.6039,16621,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.6474,16622,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.6909,16623,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.7344,16624,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.7779,16625,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.8214,16626,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.8649,16627,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.9084,16628,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.9519,16629,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
730.9954,16630,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.0389,16631,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.0824,16632,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.1259,16633,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.1694,16634,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.2129,16635,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.2564,16636,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.2999,16637,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.3434,16638,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.3869,16639,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.4304,16640,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.5103,16641,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.5538,16642,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.5973,16643,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.6408,16644,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.6843,16645,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.7278,16646,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
731.7713,16647,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.8148,16648,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.8583,16649,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.9018,16650,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.9452,16651,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
731.9887,16652,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.0322,16653,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.0757,16654,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.1192,16655,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.1627,16656,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.2062,16657,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.2497,16658,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.2932,16659,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.3367,16660,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.3802,16661,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.4237,16662,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.4672,16663,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.5107,16664,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.5542,16665,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.5977,16666,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.6412,16667,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.6847,16668,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.7282,16669,6917.8,-177.2,2758.275,2808.275,50,8159,-70,20,1
732.7717,16670,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.8151,16671,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.8586,16672,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.9021,16673,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.9456,16674,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
732.9891,16675,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
733.0326,16676,6917.8,-177.1,2758.275,2808.275,50,8159,-70,20,1
733.0761,16677,6917.8,-177.1,2758.3,2808.3,50,8159,-70,20,1
733.1196,16678,6917.8,-177.1,2758.3,2808.3,50,8159,-70,20,1
733.1631,16679,6917.8,-177.1,2758.3,2808.3,50,8159,-70,20,1
733.2066,16680,6917.8,-177.1,2758.3,2808.3,50,8159,-70,20,1
733.2501,16681,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.2936,16682,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.3371,16683,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.3806,16684,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.4241,16685,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.4676,16686,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.5111,16687,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.5546,16688,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.5981,16689,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.6416,16690,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.685,16691,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
733.7285,16692,6917.8,-177.2,2758.3,2808.3,50,8159,-70,20,1
